Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

20:02:50        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:02:51        all     14.21      0.00      3.27      0.88      0.00     81.64
20:02:52        all     20.70      0.00      3.14      0.00      0.00     76.16
20:02:53        all      1.27      0.00      0.63      0.00      0.00     98.10
20:02:54        all      0.50      0.00      0.75      0.00      0.00     98.75
20:02:55        all      1.00      0.00      0.38      0.00      0.00     98.62
20:02:56        all     19.77      0.00      6.17      0.00      0.00     74.06
20:02:57        all     27.87      0.00      4.79      0.00      0.00     67.34
20:02:58        all     34.94      0.00      4.56      0.00      0.00     60.51
20:02:59        all     37.63      0.00      7.27      0.51      0.00     54.59
20:03:00        all     39.23      0.00     12.95     10.13      0.00     37.69
20:03:01        all     45.31      0.00     15.62      4.04      0.13     34.90
20:03:02        all     49.48      0.00     19.72      2.19      0.00     28.61
20:03:03        all     50.52      0.00     17.06      2.34      0.00     30.08
20:03:04        all     42.63      0.00     15.51      4.95      0.00     36.90
20:03:05        all     49.62      0.00     16.03      3.08      0.13     31.15
20:03:06        all     48.48      0.00     16.60      3.16      0.00     31.75
20:03:07        all     46.04      0.00     18.41      2.56      0.13     32.86
20:03:08        all     50.84      0.00     17.37      2.70      0.00     29.09
20:03:09        all     51.17      0.00     19.06      3.39      0.00     26.37
20:03:10        all     45.70      0.00     17.84      5.39      0.00     31.07
20:03:11        all     50.58      0.00     17.68      2.45      0.13     29.16
20:03:12        all     46.96      0.00     19.49      3.67      0.00     29.87
20:03:13        all     49.60      0.00     19.13      3.03      0.00     28.23
20:03:14        all     48.83      0.00     19.69      2.59      0.00     28.89
20:03:15        all     47.90      0.00     17.45      2.23      0.00     32.41
20:03:16        all     30.67      0.00     10.95      2.19      0.00     56.19
20:03:17        all      1.75      0.00      1.25      0.00      0.00     97.01
20:03:18        all      4.94      0.00      2.53      0.38      0.00     92.15
20:03:19        all      0.50      0.00      0.38      0.00      0.00     99.12
20:03:20        all      3.03      0.00      2.02      0.63      0.00     94.32
20:03:21        all      1.13      0.00      1.13      0.00      0.00     97.73
20:03:22        all     18.34      0.00      5.15      0.00      0.00     76.51
20:03:23        all     26.54      0.00      4.15      0.00      0.00     69.31
20:03:24        all     28.25      0.00      4.04      0.00      0.00     67.72
20:03:25        all     32.03      0.00      7.22      0.13      0.00     60.63
20:03:26        all     15.14      0.00      6.11      0.00      0.00     78.75
20:03:27        all     15.27      0.00      4.83      0.00      0.00     79.90
20:03:28        all     14.89      0.00      5.22      0.00      0.00     79.90
20:03:29        all     15.40      0.00      5.18      0.00      0.00     79.42
20:03:30        all     14.54      0.00      3.83      0.00      0.00     81.63
20:03:31        all     13.03      0.00      5.36      0.00      0.00     81.61
20:03:32        all     13.43      0.00      4.99      0.00      0.00     81.59
20:03:33        all     15.71      0.00      3.96      0.00      0.00     80.33
20:03:34        all     15.82      0.00      5.06      0.00      0.00     79.11
20:03:35        all     13.83      0.00      4.95      0.00      0.00     81.22
20:03:36        all     14.97      0.00      5.41      0.00      0.00     79.62
20:03:37        all     11.62      0.00      4.60      0.00      0.00     83.78
20:03:38        all     15.13      0.00      4.87      0.00      0.00     80.00
20:03:39        all     13.69      0.00      4.82      0.00      0.00     81.50
20:03:40        all     16.05      0.00      5.48      0.00      0.00     78.47
20:03:41        all     11.92      0.00      5.26      0.00      0.00     82.82
20:03:42        all     13.99      0.00      4.36      0.00      0.00     81.64
20:03:43        all     13.89      0.00      4.46      0.00      0.00     81.66
20:03:44        all     12.94      0.00      4.82      0.00      0.00     82.23
20:03:45        all      1.39      0.00      0.88      0.13      0.00     97.61
20:03:46        all     16.21      0.00      3.89      0.00      0.00     79.90
20:03:47        all     28.93      0.00      3.74      0.00      0.00     67.33
20:03:48        all     31.24      0.00      2.76      0.00      0.00     66.00
20:03:49        all     44.33      0.00     13.50      2.04      0.00     40.13
20:03:50        all     39.54      0.00     14.25      7.96      0.00     38.25
20:03:51        all     41.57      0.00     16.08      3.53      0.00     38.82
20:03:52        all     40.16      0.00     13.86      3.76      0.13     42.10
20:03:53        all     35.79      0.00     12.40      6.33      0.00     45.48
20:03:54        all     40.23      0.00     16.02      3.52      0.00     40.23
20:03:55        all     39.51      0.00     14.51      3.24      0.00     42.75
20:03:56        all     39.01      0.00     14.30      4.81      0.00     41.87
20:03:57        all     33.29      0.00     11.80      3.80      0.00     51.11
20:03:58        all      2.02      0.00      1.13      0.00      0.00     96.85
20:03:59        all      4.44      0.00      2.15      0.76      0.00     92.65
20:04:00        all      1.38      0.00      0.50      0.00      0.00     98.12
20:04:01        all      1.01      0.00      0.63      0.13      0.00     98.24
20:04:02        all      2.89      0.00      1.63      0.63      0.00     94.86
