r3_user9_1,1000000000000000
r3_user9_2,1000000000000000
r3_user9_3,1000000000000000
r3_user9_4,1000000000000000
r3_user9_5,1000000000000000
r3_user9_6,1000000000000000
r3_user9_7,1000000000000000
r3_user9_8,1000000000000000
r3_user9_9,1000000000000000
r3_user9_10,1000000000000000
r3_user9_11,1000000000000000
r3_user9_12,1000000000000000
r3_user9_13,1000000000000000
r3_user9_14,1000000000000000
r3_user9_15,1000000000000000
r3_user9_16,1000000000000000
r3_user9_17,1000000000000000
r3_user9_18,1000000000000000
r3_user9_19,1000000000000000
r3_user9_20,1000000000000000
r3_user9_21,1000000000000000
r3_user9_22,1000000000000000
r3_user9_23,1000000000000000
r3_user9_24,1000000000000000
r3_user9_25,1000000000000000
r3_user9_26,1000000000000000
r3_user9_27,1000000000000000
r3_user9_28,1000000000000000
r3_user9_29,1000000000000000
r3_user9_30,1000000000000000
r3_user9_31,1000000000000000
r3_user9_32,1000000000000000
r3_user9_33,1000000000000000
r3_user9_34,1000000000000000
r3_user9_35,1000000000000000
r3_user9_36,1000000000000000
r3_user9_37,1000000000000000
r3_user9_38,1000000000000000
r3_user9_39,1000000000000000
r3_user9_40,1000000000000000
