Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:30:23        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:30:24        all     14.66      0.00      2.51      0.00      0.00     82.83
19:30:25        all     19.47      0.00      2.02      0.00      0.00     78.51
19:30:26        all      0.76      0.00      0.38      0.00      0.00     98.86
19:30:27        all      0.38      0.00      0.63      0.13      0.00     98.87
19:30:28        all      0.50      0.00      0.38      0.00      0.00     99.12
19:30:29        all     19.52      0.00      4.53      0.00      0.00     75.94
19:30:30        all     28.91      0.00      3.75      0.00      0.00     67.33
19:30:31        all     33.38      0.00      4.14      0.00      0.00     62.48
19:30:32        all     35.82      0.00      9.66      3.09      0.00     51.42
19:30:33        all     45.99      0.00     15.92      3.18      0.00     34.90
19:30:34        all     40.91      0.00     13.12      6.62      0.00     39.35
19:30:35        all     44.73      0.00     18.12      3.08      0.13     33.93
19:30:36        all     48.37      0.00     17.69      2.60      0.00     31.34
19:30:37        all     47.01      0.00     17.58      2.55      0.00     32.87
19:30:38        all     48.27      0.00     15.40      3.98      0.00     32.35
19:30:39        all     48.03      0.00     18.85      3.31      0.00     29.81
19:30:40        all     48.84      0.00     17.40      2.71      0.00     31.06
19:30:41        all     51.24      0.00     17.21      2.74      0.00     28.81
19:30:42        all     50.51      0.00     16.37      2.30      0.00     30.82
19:30:43        all     46.83      0.00     16.69      4.14      0.00     32.34
19:30:44        all     47.84      0.00     16.60      3.40      0.00     32.16
19:30:45        all     51.88      0.00     18.03      2.72      0.00     27.37
19:30:46        all     45.62      0.00     15.98      6.19      0.00     32.22
19:30:47        all     25.67      0.00      9.45      1.92      0.00     62.96
19:30:48        all      0.88      0.00      0.88      0.00      0.00     98.23
19:30:49        all      4.74      0.00      2.37      1.00      0.00     91.90
19:30:50        all      0.88      0.00      0.38      0.00      0.13     98.62
19:30:51        all      2.27      0.00      2.02      0.25      0.00     95.45
19:30:52        all      1.12      0.00      0.88      0.00      0.00     98.00
19:30:53        all      2.16      0.00      1.78      0.25      0.00     95.80
19:30:54        all      1.38      0.00      1.13      0.00      0.00     97.49
19:30:55        all     20.81      0.00      4.29      0.00      0.00     74.91
19:30:56        all     28.93      0.00      3.62      0.00      0.12     67.33
19:30:57        all     35.77      0.00      3.21      0.00      0.00     61.03
19:30:58        all     24.62      0.00      7.70      0.00      0.00     67.68
19:30:59        all     13.99      0.00      4.36      0.13      0.00     81.51
19:31:00        all     12.32      0.00      3.63      0.00      0.00     84.05
19:31:01        all     13.99      0.00      3.72      0.00      0.00     82.28
19:31:02        all     12.66      0.00      4.81      0.00      0.00     82.53
19:31:03        all     12.98      0.00      3.73      0.00      0.00     83.29
19:31:04        all     11.88      0.00      4.98      0.00      0.00     83.14
19:31:05        all     13.66      0.00      4.64      0.00      0.00     81.70
19:31:06        all     14.08      0.00      4.10      0.00      0.00     81.82
19:31:07        all     12.85      0.00      4.83      0.00      0.00     82.32
19:31:08        all     11.27      0.00      3.46      0.13      0.00     85.15
19:31:09        all     11.97      0.00      4.33      0.00      0.00     83.69
19:31:10        all     12.60      0.00      4.50      0.00      0.00     82.90
19:31:11        all     10.96      0.00      4.08      0.00      0.00     84.97
19:31:12        all     13.74      0.00      4.33      0.00      0.25     81.68
19:31:13        all     11.45      0.00      4.12      0.00      0.00     84.43
19:31:14        all     11.80      0.00      4.31      0.00      0.00     83.88
19:31:15        all     12.97      0.00      4.75      0.00      0.00     82.28
19:31:16        all     10.61      0.00      4.73      0.00      0.00     84.65
19:31:17        all      7.80      0.00      3.65      0.00      0.00     88.55
19:31:18        all      2.01      0.00      2.26      0.00      0.00     95.74
19:31:19        all     24.97      0.00      4.06      0.00      0.00     70.98
19:31:20        all     34.05      0.00      3.14      0.00      0.00     62.81
19:31:21        all     30.93      0.00      5.58      0.63      0.00     62.86
19:31:22        all     38.93      0.00     14.93      7.20      0.00     38.93
19:31:23        all     39.21      0.00     16.84      6.71      0.00     37.24
19:31:24        all     44.71      0.00     20.24      6.48      0.00     28.57
19:31:25        all     49.54      0.00     18.64      3.52      0.00     28.29
19:31:26        all     46.97      0.00     17.02      3.69      0.00     32.32
19:31:27        all     44.10      0.00     21.14      3.50      0.00     31.26
19:31:28        all     41.60      0.00     19.51      7.36      0.00     31.52
19:31:29        all     42.84      0.00     19.92      2.60      0.00     34.64
19:31:30        all     46.18      0.00     20.26      4.08      0.00     29.47
19:31:31        all     25.97      0.00     12.99      0.67      0.00     60.37
19:31:32        all     23.11      0.00     13.51      1.08      0.00     62.30
19:31:33        all      7.54      0.00      3.58      0.90      0.00     87.98
19:31:34        all      0.50      0.00      0.38      0.00      0.00     99.12
19:31:35        all      2.90      0.00      1.52      0.51      0.00     95.08
19:31:36        all      2.00      0.00      1.25      0.00      0.00     96.75
19:31:37        all      3.02      0.00      2.76      0.75      0.00     93.47
