r19_user16_1,1000000000000000
r19_user16_2,1000000000000000
r19_user16_3,1000000000000000
r19_user16_4,1000000000000000
r19_user16_5,1000000000000000
r19_user16_6,1000000000000000
r19_user16_7,1000000000000000
r19_user16_8,1000000000000000
r19_user16_9,1000000000000000
r19_user16_10,1000000000000000
r19_user16_11,1000000000000000
r19_user16_12,1000000000000000
r19_user16_13,1000000000000000
r19_user16_14,1000000000000000
r19_user16_15,1000000000000000
r19_user16_16,1000000000000000
r19_user16_17,1000000000000000
r19_user16_18,1000000000000000
r19_user16_19,1000000000000000
r19_user16_20,1000000000000000
r19_user16_21,1000000000000000
r19_user16_22,1000000000000000
r19_user16_23,1000000000000000
r19_user16_24,1000000000000000
r19_user16_25,1000000000000000
r19_user16_26,1000000000000000
r19_user16_27,1000000000000000
r19_user16_28,1000000000000000
r19_user16_29,1000000000000000
r19_user16_30,1000000000000000
r19_user16_31,1000000000000000
r19_user16_32,1000000000000000
r19_user16_33,1000000000000000
r19_user16_34,1000000000000000
r19_user16_35,1000000000000000
r19_user16_36,1000000000000000
r19_user16_37,1000000000000000
r19_user16_38,1000000000000000
r19_user16_39,1000000000000000
r19_user16_40,1000000000000000
