r19_user17_26,r19_user17_34,10
r19_user17_28,r19_user17_23,10
r19_user17_37,r19_user17_15,10
r19_user17_32,r19_user17_39,10
r19_user17_26,r19_user17_28,10
r19_user17_23,r19_user17_22,10
r19_user17_11,r19_user17_29,10
r19_user17_32,r19_user17_19,10
r19_user17_27,r19_user17_15,10
r19_user17_1,r19_user17_22,10
r19_user17_12,r19_user17_39,10
r19_user17_28,r19_user17_39,10
r19_user17_27,r19_user17_40,10
r19_user17_10,r19_user17_39,10
r19_user17_18,r19_user17_19,10
r19_user17_2,r19_user17_35,10
r19_user17_15,r19_user17_3,10
r19_user17_39,r19_user17_19,10
r19_user17_18,r19_user17_8,10
r19_user17_17,r19_user17_1,10
