Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:35:10        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:35:11        all     14.21      0.00      2.14      0.00      0.00     83.65
19:35:12        all     19.87      0.00      2.64      0.13      0.00     77.36
19:35:13        all      0.88      0.00      0.75      0.00      0.00     98.37
19:35:14        all      0.38      0.00      0.13      0.00      0.00     99.50
19:35:15        all      0.75      0.00      0.50      0.00      0.00     98.75
19:35:16        all     19.35      0.00      5.24      0.00      0.00     75.41
19:35:17        all     28.77      0.00      3.45      0.00      0.00     67.77
19:35:18        all     33.29      0.00      4.61      0.00      0.00     62.10
19:35:19        all     40.79      0.00     10.74      1.02      0.00     47.44
19:35:20        all     44.32      0.00     16.54      2.97      0.00     36.18
19:35:21        all     48.14      0.00     16.65      3.33      0.00     31.88
19:35:22        all     46.82      0.00     17.90      4.15      0.00     31.13
19:35:23        all     47.30      0.00     17.35      3.34      0.13     31.88
19:35:24        all     47.53      0.00     18.70      3.12      0.00     30.65
19:35:25        all     49.54      0.00     16.51      2.86      0.00     31.08
19:35:26        all     46.61      0.00     15.75      3.71      0.00     33.93
19:35:27        all     50.92      0.00     16.71      3.16      0.00     29.21
19:35:28        all     49.74      0.00     16.67      2.89      0.00     30.71
19:35:29        all     47.29      0.00     16.62      6.19      0.00     29.90
19:35:30        all     47.59      0.00     17.43      3.38      0.00     31.60
19:35:31        all     48.58      0.00     19.90      2.45      0.00     29.07
19:35:32        all     47.07      0.00     19.25      2.99      0.00     30.69
19:35:33        all     48.83      0.00     17.49      2.98      0.00     30.70
19:35:34        all     38.28      0.00     14.84      4.56      0.00     42.32
19:35:35        all      5.41      0.00      2.89      0.50      0.00     91.19
19:35:36        all      1.39      0.00      1.01      0.00      0.00     97.60
19:35:37        all      4.80      0.00      2.15      0.51      0.00     92.54
19:35:38        all      0.88      0.00      0.25      0.00      0.00     98.87
19:35:39        all      3.65      0.00      2.52      0.50      0.00     93.32
19:35:40        all      0.88      0.00      0.50      0.00      0.00     98.62
19:35:41        all      2.52      0.00      2.52      0.63      0.00     94.34
19:35:42        all      6.03      0.00      3.02      0.00      0.00     90.95
19:35:43        all     25.79      0.00      3.29      0.00      0.00     70.92
19:35:44        all     35.23      0.00      2.92      0.00      0.00     61.85
19:35:45        all     31.43      0.00      5.07      0.00      0.00     63.50
19:35:46        all     16.24      0.00      4.86      0.00      0.00     78.90
19:35:47        all     13.98      0.00      5.29      0.00      0.00     80.73
19:35:48        all     13.83      0.00      5.46      0.25      0.00     80.46
19:35:49        all     14.45      0.00      5.83      0.00      0.00     79.72
19:35:50        all     12.32      0.00      4.75      0.00      0.00     82.93
19:35:51        all     13.07      0.00      3.62      0.00      0.00     83.31
19:35:52        all     14.47      0.00      5.03      0.00      0.00     80.50
19:35:53        all     13.65      0.00      3.19      0.00      0.00     83.16
19:35:54        all     11.24      0.00      4.21      0.00      0.00     84.55
19:35:55        all     12.55      0.00      4.56      0.00      0.00     82.89
19:35:56        all     10.69      0.00      3.94      0.00      0.00     85.37
19:35:57        all     13.65      0.00      4.08      0.00      0.00     82.27
19:35:58        all     11.92      0.00      3.85      0.00      0.00     84.23
19:35:59        all     11.17      0.00      3.59      0.00      0.00     85.24
19:36:00        all     12.58      0.00      3.21      0.00      0.00     84.21
19:36:01        all     11.67      0.00      5.13      0.00      0.00     83.21
19:36:02        all     13.41      0.00      3.32      0.00      0.00     83.27
19:36:03        all     13.22      0.00      4.11      0.00      0.00     82.67
19:36:04        all     12.41      0.00      4.68      0.00      0.00     82.91
19:36:05        all      3.27      0.00      1.51      0.00      0.00     95.21
19:36:06        all     11.08      0.00      4.03      0.00      0.00     84.89
19:36:07        all     28.66      0.00      3.25      0.00      0.00     68.09
19:36:08        all     32.41      0.00      2.51      0.00      0.00     65.08
19:36:09        all     37.48      0.00     10.78      1.28      0.00     50.45
19:36:10        all     45.55      0.00     17.55      3.48      0.00     33.42
19:36:11        all     38.22      0.00     15.96      3.99      0.00     41.83
19:36:12        all     39.71      0.00     15.60      3.93      0.00     40.76
19:36:13        all     40.56      0.00     17.33      3.47      0.00     38.64
19:36:14        all     38.68      0.00     15.91      4.14      0.13     41.14
19:36:15        all     37.19      0.00     14.69      3.77      0.00     44.34
19:36:16        all     40.71      0.00     13.44      3.29      0.00     42.56
19:36:17        all     24.68      0.00      7.84      5.40      0.00     62.08
19:36:18        all      0.88      0.00      0.88      0.00      0.00     98.23
19:36:19        all      4.80      0.00      2.15      0.76      0.00     92.29
19:36:20        all      0.75      0.00      1.13      0.00      0.00     98.12
19:36:21        all      3.05      0.00      1.52      0.38      0.00     95.05
19:36:22        all      1.88      0.00      1.00      0.00      0.00     97.11
