Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:36:47        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:36:48        all     13.62      0.00      3.15      0.00      0.00     83.23
19:36:49        all     18.35      0.00      2.91      0.00      0.00     78.73
19:36:50        all      3.13      0.00      1.00      0.00      0.00     95.87
19:36:51        all      0.50      0.00      0.00      0.00      0.00     99.50
19:36:52        all      0.76      0.00      0.63      0.00      0.00     98.61
19:36:53        all     17.06      0.00      5.90      0.00      0.00     77.04
19:36:54        all     27.32      0.00      4.51      0.00      0.00     68.17
19:36:55        all     35.98      0.00      3.84      0.00      0.00     60.18
19:36:56        all     40.79      0.00      9.53      1.52      0.13     48.03
19:36:57        all     46.84      0.00     14.97      3.23      0.00     34.97
19:36:58        all     48.76      0.00     16.34      3.01      0.00     31.90
19:36:59        all     44.50      0.00     17.59      4.66      0.00     33.25
19:37:00        all     48.05      0.00     18.96      3.12      0.00     29.87
19:37:01        all     51.23      0.00     21.01      2.33      0.00     25.42
19:37:02        all     51.62      0.00     20.31      2.98      0.00     25.10
19:37:03        all     53.76      0.00     20.47      2.07      0.00     23.70
19:37:04        all     51.17      0.00     21.43      2.60      0.00     24.81
19:37:05        all     54.01      0.00     19.32      2.50      0.00     24.18
19:37:06        all     53.31      0.00     20.88      1.95      0.00     23.87
19:37:07        all     53.17      0.00     20.18      2.11      0.13     24.41
19:37:08        all     52.75      0.00     21.20      3.32      0.00     22.73
19:37:09        all     53.76      0.00     21.50      2.33      0.00     22.41
19:37:10        all     54.29      0.00     19.42      2.77      0.00     23.51
19:37:11        all     51.55      0.00     21.32      1.94      0.00     25.19
19:37:12        all     47.43      0.00     20.95      2.64      0.00     28.99
19:37:13        all     22.09      0.00     12.74      0.41      0.00     64.77
19:37:14        all     26.31      0.00     14.23      2.42      0.00     57.05
19:37:15        all     22.46      0.00     14.07      0.00      0.14     63.33
19:37:16        all     23.01      0.00     10.63      0.54      0.00     65.81
19:37:17        all      4.18      0.00      1.65      0.38      0.00     93.80
19:37:18        all     13.45      0.00      4.31      0.00      0.00     82.23
19:37:19        all     26.61      0.00      3.91      0.00      0.00     69.48
19:37:20        all     32.16      0.00      3.15      0.00      0.00     64.69
19:37:21        all     31.43      0.00      7.48      0.00      0.00     61.09
19:37:22        all     14.05      0.00      4.34      0.00      0.00     81.61
19:37:23        all     12.31      0.00      5.71      0.00      0.00     81.98
19:37:24        all     14.89      0.00      5.60      0.00      0.00     79.52
19:37:25        all     15.32      0.00      3.99      0.00      0.00     80.69
19:37:26        all     12.82      0.00      3.93      0.00      0.00     83.25
19:37:27        all     12.16      0.00      3.33      0.26      0.00     84.25
19:37:28        all     13.72      0.00      3.85      0.00      0.00     82.44
19:37:29        all     12.44      0.00      4.44      0.00      0.00     83.12
19:37:30        all     13.90      0.00      4.21      0.00      0.00     81.89
19:37:31        all     12.30      0.00      6.52      0.00      0.00     81.18
19:37:32        all     12.47      0.00      4.50      0.26      0.00     82.78
19:37:33        all     10.51      0.00      4.23      0.00      0.00     85.26
19:37:34        all     14.68      0.00      3.92      0.00      0.00     81.39
19:37:35        all     12.61      0.00      4.08      0.00      0.00     83.31
19:37:36        all     13.41      0.00      3.58      0.00      0.00     83.01
19:37:37        all     12.45      0.00      4.32      0.00      0.00     83.23
19:37:38        all     14.74      0.00      4.07      0.00      0.00     81.19
19:37:39        all     12.31      0.00      5.13      0.00      0.00     82.56
19:37:40        all     12.93      0.00      3.33      0.00      0.00     83.74
19:37:41        all      1.38      0.00      0.88      0.00      0.00     97.74
19:37:42        all     14.97      0.00      4.91      0.00      0.00     80.13
19:37:43        all     26.34      0.00      3.62      0.00      0.00     70.04
19:37:44        all     32.79      0.00      3.28      0.00      0.00     63.93
19:37:45        all     37.37      0.00     12.89      2.73      0.00     47.01
19:37:46        all     30.96      0.00     12.31     13.86      0.13     42.75
19:37:47        all     42.65      0.00     15.49      2.49      0.00     39.37
19:37:48        all     39.39      0.00     15.60      4.60      0.00     40.41
19:37:49        all     39.01      0.00     14.53      3.93      0.00     42.54
19:37:50        all     39.61      0.00     14.94      3.64      0.00     41.82
19:37:51        all     37.84      0.00     14.41      3.22      0.00     44.53
19:37:52        all     39.59      0.00     14.62      3.62      0.13     42.04
19:37:53        all     29.91      0.00     11.81      3.08      0.00     55.20
19:37:54        all      1.01      0.00      1.01      0.00      0.00     97.98
19:37:55        all      4.19      0.00      2.03      0.38      0.00     93.40
19:37:56        all      0.50      0.00      0.75      0.00      0.00     98.74
19:37:57        all      2.26      0.00      1.50      0.75      0.00     95.49
19:37:58        all      1.64      0.00      0.88      0.00      0.00     97.48
