Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:40:00        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:40:01        all     14.05      0.00      2.26      0.25      0.00     83.44
19:40:02        all     18.18      0.00      2.53      0.00      0.00     79.29
19:40:03        all      1.00      0.00      0.62      0.00      0.00     98.38
19:40:04        all      0.25      0.00      0.25      0.00      0.00     99.50
19:40:05        all      0.50      0.00      0.25      0.00      0.00     99.25
19:40:06        all     18.70      0.00      5.65      0.00      0.00     75.66
19:40:07        all     30.98      0.00      3.40      0.00      0.00     65.62
19:40:08        all     39.25      0.00      4.03      0.00      0.00     56.73
19:40:09        all     39.20      0.00     11.31      1.67      0.00     47.81
19:40:10        all     45.42      0.00     17.03      2.97      0.00     34.58
19:40:11        all     46.14      0.00     17.35      3.08      0.00     33.42
19:40:12        all     45.14      0.00     16.14      2.89      0.13     35.70
19:40:13        all     48.77      0.00     18.03      2.33      0.00     30.87
19:40:14        all     46.14      0.00     16.32      3.98      0.00     33.55
19:40:15        all     46.18      0.00     15.78      3.75      0.00     34.28
19:40:16        all     47.31      0.00     18.35      3.01      0.00     31.32
19:40:17        all     45.99      0.00     13.95      5.81      0.00     34.24
19:40:18        all     48.94      0.00     15.83      3.30      0.00     31.93
19:40:19        all     49.42      0.00     16.30      3.34      0.00     30.94
19:40:20        all     41.33      0.00     15.91      4.56      0.00     38.20
19:40:21        all     51.69      0.00     17.66      2.60      0.00     28.05
19:40:22        all     47.44      0.00     17.08      3.15      0.00     32.33
19:40:23        all     44.94      0.00     16.10      2.99      0.00     35.97
19:40:24        all     46.74      0.00     17.97      3.65      0.13     31.51
19:40:25        all     19.35      0.00      6.88      1.69      0.00     72.08
19:40:26        all      1.50      0.00      1.25      0.00      0.00     97.25
19:40:27        all      5.14      0.00      2.51      0.63      0.00     91.73
19:40:28        all      1.01      0.00      0.13      0.00      0.00     98.86
19:40:29        all      3.43      0.00      1.27      1.02      0.00     94.29
19:40:30        all      0.51      0.00      0.51      0.00      0.00     98.99
19:40:31        all      3.90      0.00      1.76      0.50      0.00     93.83
19:40:32        all      1.26      0.00      1.63      0.00      0.00     97.11
19:40:33        all     21.76      0.00      4.78      0.38      0.00     73.08
19:40:34        all     31.08      0.00      4.14      0.00      0.00     64.79
19:40:35        all     38.21      0.00      4.54      0.00      0.00     57.25
19:40:36        all     24.46      0.00      6.88      0.00      0.00     68.66
19:40:37        all     12.95      0.00      4.79      0.00      0.00     82.25
19:40:38        all     14.54      0.00      5.10      0.00      0.00     80.36
19:40:39        all     14.45      0.00      6.34      0.00      0.00     79.21
19:40:40        all     12.58      0.00      5.59      0.00      0.00     81.83
19:40:41        all     13.68      0.00      4.60      0.13      0.00     81.59
19:40:42        all     11.21      0.00      4.12      0.00      0.00     84.66
19:40:43        all     12.50      0.00      4.46      0.00      0.00     83.04
19:40:44        all     11.38      0.00      3.71      0.00      0.00     84.91
19:40:45        all     12.83      0.00      3.81      0.00      0.00     83.35
19:40:46        all      9.91      0.00      4.57      0.13      0.00     85.39
19:40:47        all     12.39      0.00      3.32      0.00      0.00     84.29
19:40:48        all     13.65      0.00      4.93      0.00      0.00     81.42
19:40:49        all     11.68      0.00      3.72      0.00      0.00     84.60
19:40:50        all     11.63      0.00      5.44      0.00      0.00     82.93
19:40:51        all     10.59      0.00      3.57      0.00      0.00     85.84
19:40:52        all     11.37      0.00      4.60      0.00      0.00     84.04
19:40:53        all     13.72      0.00      4.36      0.00      0.00     81.92
19:40:54        all     12.44      0.00      3.59      0.00      0.00     83.97
19:40:55        all      6.73      0.00      2.67      0.00      0.00     90.60
19:40:56        all      1.26      0.00      2.53      0.13      0.00     96.08
19:40:57        all     24.97      0.00      4.37      0.00      0.00     70.66
19:40:58        all     30.93      0.00      3.41      0.00      0.00     65.66
19:40:59        all     34.68      0.00      5.17      0.00      0.00     60.15
19:41:00        all     37.31      0.00     14.12      5.83      0.00     42.75
19:41:01        all     41.64      0.00     15.92      4.51      0.00     37.93
19:41:02        all     44.11      0.00     16.35      3.55      0.13     35.87
19:41:03        all     41.03      0.00     16.09      3.43      0.00     39.45
19:41:04        all     33.64      0.00     12.35      5.26      0.00     48.75
19:41:05        all     37.34      0.00     14.08      3.36      0.00     45.22
19:41:06        all     33.51      0.00     13.64      3.84      0.00     49.01
19:41:07        all     36.77      0.00     13.81      3.35      0.00     46.06
19:41:08        all     19.97      0.00      6.31      1.93      0.00     71.78
19:41:09        all      1.26      0.00      1.01      0.00      0.00     97.74
19:41:10        all      4.57      0.00      1.52      0.76      0.00     93.15
19:41:11        all      1.13      0.00      0.63      0.00      0.00     98.24
19:41:12        all      2.90      0.00      1.39      0.63      0.00     95.08
19:41:13        all      1.50      0.00      2.01      0.00      0.00     96.49
