Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:27:07        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:27:08        all     15.38      0.00      2.40      0.00      0.00     82.22
19:27:09        all     16.54      0.00      2.90      0.00      0.00     80.56
19:27:10        all      0.50      0.00      0.50      0.00      0.00     99.00
19:27:11        all      0.50      0.00      0.63      0.00      0.00     98.87
19:27:12        all      0.50      0.00      0.50      0.00      0.00     98.99
19:27:13        all     19.60      0.00      5.18      0.00      0.00     75.22
19:27:14        all     29.54      0.00      3.13      0.00      0.00     67.33
19:27:15        all     37.78      0.00      4.28      0.00      0.00     57.93
19:27:16        all     37.61      0.00     11.31      2.16      0.00     48.92
19:27:17        all     40.67      0.00     16.60      5.02      0.00     37.71
19:27:18        all     44.29      0.00     16.37      3.81      0.00     35.53
19:27:19        all     47.27      0.00     16.67      2.73      0.13     33.20
19:27:20        all     44.08      0.00     13.78      4.03      0.00     38.10
19:27:21        all     46.61      0.00     17.06      2.99      0.00     33.33
19:27:22        all     47.51      0.00     15.75      4.20      0.00     32.55
19:27:23        all     43.26      0.00     14.64      5.05      0.00     37.05
19:27:24        all     49.10      0.00     18.17      2.58      0.00     30.15
19:27:25        all     45.14      0.00     17.14      6.01      0.13     31.59
19:27:26        all     47.10      0.00     17.16      5.03      0.00     30.71
19:27:27        all     50.13      0.00     18.70      3.25      0.00     27.92
19:27:28        all     47.74      0.00     18.32      3.48      0.00     30.45
19:27:29        all     45.92      0.00     16.82      4.53      0.00     32.73
19:27:30        all     39.84      0.00     16.51      3.54      0.00     40.10
19:27:31        all      8.71      0.00      4.42      0.63      0.00     86.24
19:27:32        all      0.76      0.00      1.52      0.00      0.00     97.72
19:27:33        all      3.55      0.00      2.15      0.51      0.00     93.79
19:27:34        all      1.00      0.00      0.38      0.00      0.00     98.62
19:27:35        all      3.66      0.00      2.14      0.50      0.00     93.69
19:27:36        all      0.75      0.00      1.38      0.13      0.00     97.74
19:27:37        all      2.78      0.00      1.89      2.78      0.13     92.42
19:27:38        all      2.89      0.00      2.01      0.00      0.00     95.11
19:27:39        all     24.46      0.00      5.17      0.00      0.00     70.37
19:27:40        all     33.50      0.00      4.39      0.00      0.00     62.11
19:27:41        all     33.21      0.00      5.62      0.00      0.00     61.17
19:27:42        all     17.65      0.00      6.78      0.00      0.00     75.58
19:27:43        all     13.67      0.00      3.83      0.00      0.00     82.50
19:27:44        all     12.77      0.00      4.13      0.00      0.00     83.10
19:27:45        all     13.78      0.00      3.57      0.00      0.00     82.65
19:27:46        all     12.56      0.00      4.06      0.25      0.00     83.12
19:27:47        all     12.52      0.00      5.49      0.00      0.00     81.99
19:27:48        all     11.29      0.00      4.19      0.00      0.00     84.52
19:27:49        all     11.15      0.00      4.94      0.00      0.00     83.90
19:27:50        all     11.37      0.00      3.36      0.00      0.00     85.27
19:27:51        all     11.48      0.00      4.46      0.00      0.00     84.06
19:27:52        all     10.75      0.00      5.18      0.00      0.00     84.07
19:27:53        all     12.88      0.00      3.95      0.00      0.00     83.16
19:27:54        all     11.70      0.00      4.58      0.00      0.00     83.72
19:27:55        all     11.88      0.00      3.19      0.00      0.00     84.93
19:27:56        all     11.83      0.00      3.34      0.00      0.13     84.70
19:27:57        all     10.20      0.00      4.72      0.00      0.00     85.08
19:27:58        all     10.86      0.00      4.09      0.00      0.00     85.06
19:27:59        all     12.79      0.00      4.60      0.26      0.13     82.23
19:28:00        all     10.95      0.00      3.61      0.00      0.00     85.44
19:28:01        all      5.51      0.00      2.88      0.00      0.00     91.60
19:28:02        all      5.71      0.00      2.92      0.00      0.00     91.37
19:28:03        all     26.74      0.00      2.79      0.00      0.00     70.47
19:28:04        all     32.16      0.00      2.51      0.00      0.00     65.33
19:28:05        all     38.35      0.00      9.01      0.77      0.00     51.87
19:28:06        all     42.77      0.00     15.24      3.97      0.00     38.03
19:28:07        all     39.74      0.00     15.26      2.89      0.00     42.11
19:28:08        all     39.87      0.00     15.19      5.71      0.00     39.22
19:28:09        all     40.08      0.00     13.84      3.52      0.00     42.56
19:28:10        all     39.44      0.00     16.77      3.59      0.00     40.20
19:28:11        all     40.79      0.00     15.89      6.09      0.00     37.22
19:28:12        all     43.72      0.00     23.08      3.64      0.13     29.42
19:28:13        all     44.58      0.00     18.92      4.50      0.00     32.01
19:28:14        all     16.15      0.00      9.17      2.58      0.00     72.09
19:28:15        all      5.20      0.00      1.39      0.51      0.00     92.90
19:28:16        all      0.76      0.00      0.50      0.00      0.00     98.74
19:28:17        all      0.62      0.00      1.50      0.12      0.00     97.76
19:28:18        all      2.38      0.00      1.51      0.63      0.00     95.48
