r1_user24_32,r1_user24_4,10
r1_user24_14,r1_user24_1,10
r1_user24_14,r1_user24_1,10
r1_user24_7,r1_user24_24,10
r1_user24_32,r1_user24_6,10
r1_user24_27,r1_user24_5,10
r1_user24_27,r1_user24_33,10
r1_user24_22,r1_user24_31,10
r1_user24_12,r1_user24_21,10
r1_user24_31,r1_user24_12,10
r1_user24_7,r1_user24_34,10
r1_user24_38,r1_user24_13,10
r1_user24_16,r1_user24_20,10
r1_user24_29,r1_user24_9,10
r1_user24_26,r1_user24_5,10
r1_user24_27,r1_user24_22,10
r1_user24_6,r1_user24_16,10
r1_user24_40,r1_user24_28,10
r1_user24_30,r1_user24_11,10
r1_user24_5,r1_user24_14,10
