Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:28:45        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:28:46        all     13.32      0.00      3.14      0.00      0.00     83.54
19:28:47        all     20.28      0.00      3.02      0.00      0.00     76.70
19:28:48        all      1.38      0.00      0.88      0.00      0.00     97.74
19:28:49        all      1.00      0.00      0.25      0.00      0.00     98.75
19:28:50        all      0.38      0.00      0.50      0.00      0.00     99.12
19:28:51        all     17.17      0.00      5.56      0.00      0.00     77.27
19:28:52        all     25.44      0.00      3.80      0.00      0.00     70.76
19:28:53        all     37.40      0.00      3.94      0.13      0.00     58.52
19:28:54        all     38.71      0.00      8.45      0.50      0.00     52.33
19:28:55        all     44.92      0.00     15.89      2.21      0.00     36.98
19:28:56        all     45.24      0.00     16.45      3.34      0.00     34.96
19:28:57        all     44.69      0.00     16.52      2.69      0.00     36.11
19:28:58        all     45.96      0.00     16.30      3.47      0.00     34.27
19:28:59        all     49.15      0.00     17.08      2.89      0.00     30.88
19:29:00        all     47.80      0.00     16.45      3.11      0.00     32.64
19:29:01        all     40.86      0.00     16.52      6.05      0.00     36.57
19:29:02        all     42.11      0.00     17.97      5.52      0.00     34.40
19:29:03        all     39.77      0.00     14.29      9.01      0.00     36.94
19:29:04        all     51.66      0.00     17.86      2.68      0.00     27.81
19:29:05        all     49.15      0.00     16.91      2.86      0.00     31.08
19:29:06        all     46.24      0.00     17.04      4.36      0.00     32.36
19:29:07        all     43.08      0.00     15.80      4.70      0.00     36.42
19:29:08        all     43.51      0.00     16.75      3.90      0.00     35.84
19:29:09        all     42.86      0.00     15.32      5.79      0.00     36.04
19:29:10        all     33.20      0.00     12.97      1.95      0.00     51.88
19:29:11        all      1.25      0.00      1.38      0.00      0.00     97.37
19:29:12        all      3.68      0.00      1.78      0.63      0.00     93.91
19:29:13        all      0.88      0.00      1.00      0.00      0.00     98.12
19:29:14        all      1.77      0.00      1.27      0.38      0.00     96.58
19:29:15        all      2.14      0.00      1.38      0.00      0.00     96.48
19:29:16        all     21.58      0.00      4.64      0.00      0.00     73.78
19:29:17        all     33.29      0.00      2.03      0.00      0.00     64.68
19:29:18        all     32.95      0.00      4.96      0.00      0.00     62.09
19:29:19        all     20.79      0.00      6.84      0.00      0.00     72.37
19:29:20        all     15.45      0.00      4.34      0.00      0.00     80.20
19:29:21        all     13.37      0.00      4.63      0.00      0.00     82.01
19:29:22        all     13.20      0.00      4.70      0.00      0.00     82.11
19:29:23        all     12.85      0.00      4.58      0.00      0.00     82.57
19:29:24        all      9.92      0.00      4.71      0.13      0.00     85.24
19:29:25        all      9.66      0.00      5.21      0.00      0.00     85.13
19:29:26        all     11.32      0.00      4.45      0.00      0.00     84.22
19:29:27        all     10.71      0.00      4.21      0.00      0.00     85.08
19:29:28        all     14.16      0.00      4.59      0.00      0.00     81.25
19:29:29        all     10.76      0.00      4.56      0.38      0.00     84.30
19:29:30        all     12.90      0.00      4.34      0.00      0.00     82.76
19:29:31        all     12.53      0.00      6.14      0.00      0.00     81.33
19:29:32        all     12.36      0.00      4.08      0.00      0.00     83.57
19:29:33        all     12.05      0.00      4.49      0.00      0.00     83.46
19:29:34        all     11.10      0.00      4.59      0.00      0.00     84.31
19:29:35        all     11.94      0.00      4.70      0.00      0.00     83.35
19:29:36        all     11.91      0.00      3.46      0.00      0.00     84.64
19:29:37        all     13.12      0.00      4.08      0.00      0.00     82.80
19:29:38        all      5.64      0.00      3.01      0.00      0.00     91.35
19:29:39        all      2.53      0.00      4.55      0.00      0.00     92.93
19:29:40        all     25.97      0.00      4.77      0.00      0.00     69.26
19:29:41        all     31.74      0.00      3.64      0.00      0.00     64.62
19:29:42        all     31.35      0.00      4.06      0.00      0.00     64.59
19:29:43        all     41.27      0.00     17.08      2.07      0.00     39.59
19:29:44        all     36.34      0.00     14.25      9.28      0.00     40.13
19:29:45        all     38.69      0.00     15.82      5.36      0.00     40.13
19:29:46        all     45.97      0.00     17.31      2.38      0.00     34.35
19:29:47        all     48.41      0.00     19.36      2.79      0.00     29.44
19:29:48        all     44.03      0.00     20.16      6.63      0.00     29.18
19:29:49        all     45.31      0.00     17.83      3.57      0.00     33.29
19:29:50        all     48.14      0.00     20.03      3.18      0.00     28.65
19:29:51        all     46.10      0.00     20.52      3.77      0.00     29.61
19:29:52        all     19.97      0.00     12.01      1.75      0.00     66.26
19:29:53        all      7.39      0.00      3.31      0.76      0.00     88.54
19:29:54        all      1.26      0.00      0.50      0.00      0.00     98.23
19:29:55        all      3.00      0.00      1.13      0.25      0.00     95.62
19:29:56        all      2.26      0.00      1.51      0.25      0.00     95.98
