Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

20:07:40        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:07:41        all     13.93      0.00      3.64      0.00      0.00     82.43
20:07:42        all     17.35      0.00      2.62      0.00      0.00     80.02
20:07:43        all      0.38      0.00      0.88      0.00      0.00     98.75
20:07:44        all      0.88      0.00      0.25      0.00      0.00     98.87
20:07:45        all      0.75      0.00      0.63      0.00      0.00     98.62
20:07:46        all     20.15      0.00      5.38      0.00      0.00     74.47
20:07:47        all     28.80      0.00      5.81      0.00      0.00     65.39
20:07:48        all     33.88      0.00      3.92      0.00      0.00     62.20
20:07:49        all     41.32      0.00      9.59      0.91      0.00     48.19
20:07:50        all     45.38      0.00     15.51      3.21      0.00     35.90
20:07:51        all     51.10      0.00     15.39      2.33      0.00     31.18
20:07:52        all     47.64      0.00     16.60      2.43      0.00     33.33
20:07:53        all     48.25      0.00     15.95      3.63      0.00     32.17
20:07:54        all     49.21      0.00     18.11      2.49      0.00     30.18
20:07:55        all     47.05      0.00     17.05      2.56      0.00     33.33
20:07:56        all     47.53      0.00     19.65      2.92      0.00     29.91
20:07:57        all     47.67      0.00     18.09      2.45      0.00     31.78
20:07:58        all     49.36      0.00     15.98      2.84      0.00     31.83
20:07:59        all     49.30      0.00     17.24      2.17      0.00     31.29
20:08:00        all     45.12      0.00     15.17      3.86      0.00     35.86
20:08:01        all     48.96      0.00     16.45      3.11      0.00     31.48
20:08:02        all     49.68      0.00     16.65      2.94      0.00     30.73
20:08:03        all     41.40      0.00     16.56      5.69      0.00     36.35
20:08:04        all     50.51      0.00     18.03      3.07      0.00     28.39
20:08:05        all     45.64      0.00     19.12      3.77      0.00     31.47
20:08:06        all      8.75      0.00      4.18      0.13      0.00     86.95
20:08:07        all      1.01      0.00      0.76      0.00      0.00     98.23
20:08:08        all      4.16      0.00      2.40      0.63      0.00     92.81
20:08:09        all      0.63      0.00      0.63      0.13      0.00     98.62
20:08:10        all      2.53      0.00      2.28      0.63      0.00     94.56
20:08:11        all      0.63      0.00      0.75      0.00      0.00     98.62
20:08:12        all      3.39      0.00      2.51      0.50      0.00     93.60
20:08:13        all      1.13      0.00      0.38      0.00      0.00     98.49
20:08:14        all      2.53      0.00      1.52      0.38      0.00     95.58
20:08:15        all      2.01      0.00      1.76      0.00      0.00     96.23
20:08:16        all     24.40      0.00      4.15      0.00      0.00     71.45
20:08:17        all     27.24      0.00      3.40      0.00      0.00     69.36
20:08:18        all     29.72      0.00      5.42      0.00      0.00     64.86
20:08:19        all     21.85      0.00      5.27      0.00      0.00     72.88
20:08:20        all     16.02      0.00      6.43      0.13      0.00     77.43
20:08:21        all     14.83      0.00      4.86      0.00      0.00     80.31
20:08:22        all     16.41      0.00      5.38      0.00      0.00     78.21
20:08:23        all     13.99      0.00      4.49      0.39      0.00     81.13
20:08:24        all     14.43      0.00      5.02      0.00      0.00     80.55
20:08:25        all     12.37      0.00      5.61      0.00      0.00     82.02
20:08:26        all     12.68      0.00      4.23      0.00      0.00     83.10
20:08:27        all     11.55      0.00      3.08      0.00      0.00     85.37
20:08:28        all     14.98      0.00      5.38      0.00      0.00     79.64
20:08:29        all     12.13      0.00      4.98      0.00      0.00     82.89
20:08:30        all     13.20      0.00      5.20      0.00      0.00     81.60
20:08:31        all     13.36      0.00      5.47      0.00      0.00     81.17
20:08:32        all     14.83      0.00      5.32      0.00      0.00     79.85
20:08:33        all     13.70      0.00      3.71      0.00      0.00     82.59
20:08:34        all     12.02      0.00      3.96      0.00      0.00     84.02
20:08:35        all     12.52      0.00      5.82      0.00      0.00     81.67
20:08:36        all     13.30      0.00      4.73      0.00      0.00     81.97
20:08:37        all     14.83      0.00      5.20      0.00      0.00     79.97
20:08:38        all      5.32      0.00      1.77      0.00      0.00     92.90
20:08:39        all      4.63      0.00      4.51      0.13      0.00     90.74
20:08:40        all     25.85      0.00      4.04      0.00      0.00     70.11
20:08:41        all     33.42      0.00      3.74      0.00      0.00     62.84
20:08:42        all     32.32      0.00      8.27      0.38      0.00     59.03
20:08:43        all     44.27      0.00     15.76      2.60      0.00     37.37
20:08:44        all     42.25      0.00     16.02      3.88      0.13     37.73
20:08:45        all     38.71      0.00     15.22      7.09      0.00     38.98
20:08:46        all     38.72      0.00     14.74      6.92      0.13     39.49
20:08:47        all     39.34      0.00     14.57      4.37      0.00     41.72
20:08:48        all     36.38      0.00     14.34      4.69      0.00     44.59
20:08:49        all     34.12      0.00     11.73      8.43      0.00     45.72
20:08:50        all     37.85      0.00     13.94      3.84      0.13     44.25
20:08:51        all     16.28      0.00      7.16      5.47      0.00     71.09
20:08:52        all      2.51      0.00      1.00      0.00      0.00     96.49
20:08:53        all      4.29      0.00      2.78      0.76      0.00     92.17
20:08:54        all      1.13      0.00      1.00      0.00      0.00     97.87
20:08:55        all      3.39      0.00      1.88      0.63      0.13     93.98
