r10_user24_39,r10_user24_26,10
r10_user24_22,r10_user24_37,10
r10_user24_37,r10_user24_7,10
r10_user24_16,r10_user24_29,10
r10_user24_8,r10_user24_10,10
r10_user24_27,r10_user24_21,10
r10_user24_20,r10_user24_12,10
r10_user24_36,r10_user24_5,10
r10_user24_8,r10_user24_7,10
r10_user24_20,r10_user24_2,10
r10_user24_12,r10_user24_19,10
r10_user24_7,r10_user24_14,10
r10_user24_12,r10_user24_33,10
r10_user24_30,r10_user24_20,10
r10_user24_19,r10_user24_27,10
r10_user24_15,r10_user24_32,10
r10_user24_34,r10_user24_27,10
r10_user24_30,r10_user24_1,10
r10_user24_28,r10_user24_11,10
r10_user24_16,r10_user24_34,10
