r10_user14_39,r10_user14_26,10
r10_user14_22,r10_user14_37,10
r10_user14_37,r10_user14_7,10
r10_user14_16,r10_user14_29,10
r10_user14_8,r10_user14_10,10
r10_user14_27,r10_user14_21,10
r10_user14_20,r10_user14_12,10
r10_user14_36,r10_user14_5,10
r10_user14_8,r10_user14_7,10
r10_user14_20,r10_user14_2,10
r10_user14_12,r10_user14_19,10
r10_user14_7,r10_user14_14,10
r10_user14_12,r10_user14_33,10
r10_user14_30,r10_user14_20,10
r10_user14_19,r10_user14_27,10
r10_user14_15,r10_user14_32,10
r10_user14_34,r10_user14_27,10
r10_user14_30,r10_user14_1,10
r10_user14_28,r10_user14_11,10
r10_user14_16,r10_user14_34,10
