Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:41:38        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:41:39        all     13.74      0.00      3.96      0.00      0.12     82.18
19:41:40        all     18.65      0.00      3.00      0.00      0.00     78.35
19:41:41        all      0.50      0.00      0.38      0.00      0.00     99.12
19:41:42        all      0.50      0.00      0.25      0.00      0.00     99.25
19:41:43        all      0.50      0.00      0.13      0.00      0.00     99.37
19:41:44        all     19.17      0.00      5.01      0.00      0.00     75.81
19:41:45        all     30.06      0.00      3.65      0.00      0.00     66.29
19:41:46        all     39.05      0.00      3.75      0.00      0.00     57.20
19:41:47        all     39.48      0.00     11.82      1.56      0.13     47.01
19:41:48        all     40.18      0.00     11.44     11.31      0.00     37.06
19:41:49        all     20.05      0.00      7.66     19.03      0.00     53.26
19:41:50        all     47.70      0.00     18.41      3.20      0.00     30.69
19:41:51        all     50.06      0.00     18.50      2.33      0.00     29.11
19:41:52        all     45.49      0.00     15.98      5.80      0.00     32.73
19:41:53        all     47.08      0.00     15.56      3.37      0.00     33.98
19:41:54        all     48.30      0.00     17.67      3.14      0.00     30.89
19:41:55        all     47.09      0.00     16.43      3.10      0.00     33.38
19:41:56        all     50.07      0.00     17.30      2.47      0.00     30.17
19:41:57        all     48.70      0.00     16.54      4.56      0.00     30.21
19:41:58        all     49.35      0.00     17.92      3.90      0.00     28.83
19:41:59        all     48.90      0.00     16.65      3.48      0.00     30.97
19:42:00        all     36.53      0.00     11.01      9.59      0.00     42.88
19:42:01        all     47.20      0.00     18.25      3.26      0.00     31.29
19:42:02        all     40.15      0.00     15.73      7.80      0.00     36.32
19:42:03        all     42.53      0.00     17.27      5.41      0.00     34.79
19:42:04        all     22.96      0.00      8.93      1.91      0.00     66.20
19:42:05        all      1.39      0.00      0.63      0.00      0.00     97.98
19:42:06        all      3.93      0.00      2.66      0.63      0.00     92.78
19:42:07        all      1.25      0.00      0.88      0.13      0.00     97.75
19:42:08        all      3.90      0.00      1.26      0.38      0.00     94.46
19:42:09        all      1.75      0.00      2.25      0.00      0.00     96.00
19:42:10        all     24.75      0.00      4.17      0.00      0.00     71.09
19:42:11        all     31.08      0.00      3.76      0.00      0.00     65.16
19:42:12        all     30.38      0.00      4.05      0.00      0.00     65.57
19:42:13        all     21.53      0.00      5.99      0.13      0.00     72.36
19:42:14        all     13.99      0.00      5.78      0.00      0.00     80.23
19:42:15        all     12.44      0.00      5.58      0.00      0.00     81.98
19:42:16        all     13.53      0.00      5.03      0.00      0.00     81.44
19:42:17        all     13.90      0.00      4.85      0.00      0.00     81.25
19:42:18        all     12.39      0.00      4.34      0.00      0.00     83.27
19:42:19        all     11.08      0.00      4.33      0.00      0.00     84.59
19:42:20        all     12.40      0.00      4.01      0.00      0.00     83.59
19:42:21        all     13.57      0.00      4.01      0.00      0.00     82.43
19:42:22        all     13.54      0.00      4.85      0.00      0.00     81.61
19:42:23        all     10.34      0.00      4.26      0.13      0.00     85.27
19:42:24        all     11.49      0.00      5.11      0.00      0.00     83.40
19:42:25        all     12.05      0.00      4.36      0.00      0.00     83.59
19:42:26        all     12.09      0.00      4.20      0.00      0.00     83.72
19:42:27        all     13.43      0.00      3.84      0.00      0.00     82.74
19:42:28        all     12.07      0.00      4.83      0.13      0.00     82.97
19:42:29        all     11.40      0.00      5.12      0.00      0.00     83.48
19:42:30        all     13.64      0.00      3.77      0.00      0.00     82.60
19:42:31        all     12.37      0.00      4.77      0.00      0.00     82.86
19:42:32        all      6.35      0.00      3.18      0.00      0.00     90.47
19:42:33        all      2.14      0.00      1.76      0.00      0.00     96.10
19:42:34        all     26.11      0.00      3.30      0.00      0.00     70.60
19:42:35        all     31.52      0.00      2.28      0.00      0.00     66.20
19:42:36        all     32.27      0.00      6.38      0.38      0.00     60.97
19:42:37        all     41.33      0.00     13.82      3.00      0.13     41.72
19:42:38        all     42.46      0.00     14.68      3.70      0.00     39.15
19:42:39        all     41.71      0.00     15.93      2.59      0.00     39.77
19:42:40        all     40.36      0.00     15.65      3.75      0.00     40.23
19:42:41        all     40.63      0.00     18.21      3.03      0.00     38.13
19:42:42        all     45.23      0.00     17.65      3.09      0.00     34.02
19:42:43        all     40.97      0.00     18.45      6.98      0.00     33.60
19:42:44        all     42.54      0.00     20.48      3.17      0.00     33.82
19:42:45        all     36.63      0.00     16.86      2.11      0.00     44.40
19:42:46        all     22.30      0.00     14.05      0.00      0.00     63.65
19:42:47        all     26.53      0.00     13.60      1.73      0.00     58.13
19:42:48        all     21.89      0.00     12.97      0.41      0.00     64.73
19:42:49        all     23.27      0.00     12.93      0.54      0.00     63.27
19:42:50        all     22.16      0.00     13.92      0.00      0.00     63.92
