Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

20:15:44        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:15:45        all     16.24      0.00      1.65      0.00      0.00     82.11
20:15:46        all     15.28      0.00      2.48      0.00      0.00     82.24
20:15:47        all      0.38      0.00      0.13      0.00      0.00     99.50
20:15:48        all      0.25      0.00      0.50      0.00      0.00     99.25
20:15:49        all      0.25      0.00      0.25      0.00      0.00     99.50
20:15:50        all     19.90      0.00      4.41      0.13      0.00     75.57
20:15:51        all     29.07      0.00      3.88      0.00      0.00     67.04
20:15:52        all     33.88      0.00      3.30      0.00      0.00     62.82
20:15:53        all     39.90      0.00     11.66      2.85      0.00     45.60
20:15:54        all     47.99      0.00     16.21      2.72      0.00     33.07
20:15:55        all     49.61      0.00     17.67      2.75      0.00     29.97
20:15:56        all     45.14      0.00     19.33      3.24      0.00     32.30
20:15:57        all     45.44      0.00     17.84      2.99      0.00     33.72
20:15:58        all     48.32      0.00     16.80      3.10      0.00     31.78
20:15:59        all     39.34      0.00     14.81      6.64      0.00     39.21
20:16:00        all     48.72      0.00     17.77      3.20      0.00     30.31
20:16:01        all     48.50      0.00     17.95      3.12      0.00     30.43
20:16:02        all     48.32      0.00     18.56      3.22      0.13     29.77
20:16:03        all     49.35      0.00     18.26      3.24      0.00     29.15
20:16:04        all     42.56      0.00     15.90      5.38      0.00     36.15
20:16:05        all     46.94      0.00     17.08      3.65      0.00     32.33
20:16:06        all     48.75      0.00     18.27      3.42      0.00     29.57
20:16:07        all     45.66      0.00     16.84      6.58      0.00     30.92
20:16:08        all     42.93      0.00     17.64      7.00      0.00     32.43
20:16:09        all     22.96      0.00      9.06      5.36      0.00     62.63
20:16:10        all      1.51      0.00      1.13      0.00      0.00     97.37
20:16:11        all      3.57      0.00      2.29      0.51      0.00     93.63
20:16:12        all      0.63      0.00      0.50      0.00      0.00     98.87
20:16:13        all      2.92      0.00      1.27      1.01      0.00     94.80
20:16:14        all      0.75      0.00      0.75      0.00      0.00     98.50
20:16:15        all      2.64      0.00      2.14      0.88      0.00     94.35
20:16:16        all      2.13      0.00      1.38      0.00      0.00     96.49
20:16:17        all     17.25      0.00      3.53      0.00      0.00     79.22
20:16:18        all     29.95      0.00      2.76      0.00      0.00     67.29
20:16:19        all     33.75      0.00      2.63      0.00      0.00     63.61
20:16:20        all     23.95      0.00      6.72      0.13      0.00     69.20
20:16:21        all     13.99      0.00      5.34      0.00      0.00     80.66
20:16:22        all     12.96      0.00      4.45      0.00      0.00     82.59
20:16:23        all     11.83      0.00      4.63      0.00      0.00     83.55
20:16:24        all     13.68      0.00      4.26      0.00      0.00     82.06
20:16:25        all     12.33      0.00      4.70      0.00      0.00     82.97
20:16:26        all     12.45      0.00      3.47      0.00      0.00     84.08
20:16:27        all     11.46      0.00      4.46      0.00      0.00     84.08
20:16:28        all     12.33      0.00      3.56      0.13      0.00     83.99
20:16:29        all     13.33      0.00      4.36      0.00      0.00     82.31
20:16:30        all      9.15      0.00      4.12      0.00      0.00     86.73
20:16:31        all     11.82      0.00      5.97      0.00      0.00     82.21
20:16:32        all      9.99      0.00      4.87      0.00      0.00     85.15
20:16:33        all     11.03      0.00      3.85      0.00      0.00     85.13
20:16:34        all     12.72      0.00      3.98      0.00      0.00     83.29
20:16:35        all     11.55      0.00      5.33      0.00      0.00     83.12
20:16:36        all     11.49      0.00      4.09      0.00      0.00     84.42
20:16:37        all     10.90      0.00      4.23      0.00      0.00     84.87
20:16:38        all     12.92      0.00      4.86      0.00      0.00     82.23
20:16:39        all      7.06      0.00      3.08      0.00      0.00     89.86
20:16:40        all      2.39      0.00      1.38      0.00      0.00     96.23
20:16:41        all     24.59      0.00      4.54      0.00      0.00     70.87
20:16:42        all     34.67      0.00      3.25      0.00      0.00     62.08
20:16:43        all     33.33      0.00      6.82      0.63      0.00     59.22
20:16:44        all     43.19      0.00     16.88      2.23      0.00     37.70
20:16:45        all     44.05      0.00     15.56      3.01      0.00     37.39
20:16:46        all     40.36      0.00     14.58      3.39      0.00     41.67
20:16:47        all     37.94      0.00     13.31      5.14      0.00     43.61
20:16:48        all     41.68      0.00     17.68      2.71      0.00     37.94
20:16:49        all     35.74      0.00     15.26      4.55      0.00     44.44
20:16:50        all     33.77      0.00     11.79      6.89      0.00     47.55
20:16:51        all     37.03      0.00     15.25      4.17      0.00     43.55
20:16:52        all      9.64      0.00      3.60      1.67      0.00     85.09
20:16:53        all      0.50      0.00      0.75      0.00      0.00     98.74
20:16:54        all      4.04      0.00      2.53      0.88      0.00     92.55
20:16:55        all      0.89      0.00      0.63      0.00      0.00     98.48
20:16:56        all      4.43      0.00      1.27      0.25      0.00     94.05
