Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:53:02        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:53:03        all     12.72      0.00      3.15      0.63      0.00     83.50
19:53:04        all     18.64      0.00      3.02      0.38      0.00     77.96
19:53:05        all      1.01      0.00      0.38      0.00      0.00     98.62
19:53:06        all      0.38      0.00      0.38      0.00      0.00     99.25
19:53:07        all      0.13      0.00      0.63      0.13      0.00     99.12
19:53:08        all     17.63      0.00      4.66      0.63      0.00     77.08
19:53:09        all     28.14      0.00      4.36      0.00      0.00     67.50
19:53:10        all     33.08      0.00      3.48      0.00      0.00     63.43
19:53:11        all     41.79      0.00     11.54      2.44      0.00     44.23
19:53:12        all     44.72      0.00     15.78      3.26      0.00     36.25
19:53:13        all     39.77      0.00     16.84      4.66      0.00     38.73
19:53:14        all     47.73      0.00     17.77      2.72      0.13     31.65
19:53:15        all     47.94      0.00     19.15      2.57      0.00     30.33
19:53:16        all     42.68      0.00     15.80      8.28      0.00     33.25
19:53:17        all     48.96      0.00     17.36      3.76      0.13     29.79
19:53:18        all     40.59      0.00     14.56      9.41      0.00     35.44
19:53:19        all     45.78      0.00     14.92      4.93      0.00     34.37
19:53:20        all     50.83      0.00     16.56      2.70      0.13     29.78
19:53:21        all     48.19      0.00     17.18      4.91      0.00     29.72
19:53:22        all     51.04      0.00     17.06      2.08      0.13     29.69
19:53:23        all     48.97      0.00     17.61      3.21      0.00     30.21
19:53:24        all     50.65      0.00     17.75      3.37      0.00     28.24
19:53:25        all     50.45      0.00     17.55      2.45      0.00     29.55
19:53:26        all     43.49      0.00     17.58      3.91      0.00     35.03
19:53:27        all     27.38      0.00     10.93      1.80      0.13     59.77
19:53:28        all      1.13      0.00      1.13      0.00      0.00     97.74
19:53:29        all      4.92      0.00      2.02      0.76      0.00     92.30
19:53:30        all      1.25      0.00      0.75      0.00      0.00     97.99
19:53:31        all      3.06      0.00      1.79      0.89      0.00     94.26
19:53:32        all      0.88      0.00      1.63      0.00      0.00     97.49
19:53:33        all      3.16      0.00      1.52      0.38      0.00     94.94
19:53:34        all      0.88      0.00      1.01      0.00      0.00     98.11
19:53:35        all     17.19      0.00      3.54      0.00      0.00     79.27
19:53:36        all     26.64      0.00      2.35      0.00      0.00     71.00
19:53:37        all     28.34      0.00      4.19      0.00      0.00     67.47
19:53:38        all     25.65      0.00      6.48      0.00      0.00     67.88
19:53:39        all     15.60      0.00      4.86      0.00      0.00     79.54
19:53:40        all     13.51      0.00      3.73      0.00      0.00     82.75
19:53:41        all     14.25      0.00      5.73      0.13      0.00     79.90
19:53:42        all     13.04      0.00      4.99      0.00      0.00     81.97
19:53:43        all     11.54      0.00      5.51      0.00      0.00     82.95
19:53:44        all     12.39      0.00      4.09      0.00      0.00     83.52
19:53:45        all     12.79      0.00      4.99      0.00      0.00     82.23
19:53:46        all     11.77      0.00      4.40      0.00      0.00     83.83
19:53:47        all     13.11      0.00      5.01      0.00      0.00     81.88
19:53:48        all     11.68      0.00      4.75      0.00      0.00     83.57
19:53:49        all     11.99      0.00      4.85      0.00      0.00     83.16
19:53:50        all     12.99      0.00      4.97      0.00      0.00     82.04
19:53:51        all     11.37      0.00      5.36      0.00      0.00     83.27
19:53:52        all     12.53      0.00      3.75      0.00      0.00     83.72
19:53:53        all     14.04      0.00      4.81      0.00      0.00     81.14
19:53:54        all     12.04      0.00      4.61      0.00      0.00     83.35
19:53:55        all     14.21      0.00      5.12      0.00      0.00     80.67
19:53:56        all     15.06      0.00      4.50      0.00      0.00     80.44
19:53:57        all      9.34      0.00      4.42      0.00      0.00     86.24
19:53:58        all      1.13      0.00      1.89      0.13      0.00     96.85
19:53:59        all     23.57      0.00      3.87      0.00      0.00     72.57
19:54:00        all     26.41      0.00      2.88      0.00      0.00     70.71
19:54:01        all     30.92      0.00      3.82      0.00      0.00     65.27
19:54:02        all     46.64      0.00     16.80      2.20      0.00     34.37
19:54:03        all     43.56      0.00     14.17      2.86      0.00     39.40
19:54:04        all     37.40      0.00     15.09      4.07      0.00     43.44
19:54:05        all     40.39      0.00     15.66      3.42      0.00     40.53
19:54:06        all     37.89      0.00     14.58      4.82      0.00     42.71
19:54:07        all     42.72      0.00     14.55      4.10      0.00     38.62
19:54:08        all     40.96      0.00     13.95      3.75      0.00     41.34
19:54:09        all     40.05      0.00     14.27      4.97      0.13     40.58
19:54:10        all     33.07      0.00     16.21      1.71      0.00     49.01
19:54:11        all     21.93      0.00     14.04      0.00      0.00     64.04
19:54:12        all     23.03      0.00     15.39      0.54      0.00     61.04
19:54:13        all     23.10      0.00     12.23      0.00      0.00     64.67
19:54:14        all     23.09      0.00     14.63      0.94      0.00     61.34
19:54:15        all     20.77      0.00     13.52      0.00      0.00     65.71
