r17_user14_12,r17_user14_10,10
r17_user14_3,r17_user14_37,10
r17_user14_11,r17_user14_32,10
r17_user14_18,r17_user14_14,10
r17_user14_22,r17_user14_38,10
r17_user14_38,r17_user14_8,10
r17_user14_4,r17_user14_10,10
r17_user14_35,r17_user14_32,10
r17_user14_8,r17_user14_4,10
r17_user14_36,r17_user14_23,10
r17_user14_40,r17_user14_26,10
r17_user14_30,r17_user14_15,10
r17_user14_17,r17_user14_35,10
r17_user14_5,r17_user14_7,10
r17_user14_32,r17_user14_4,10
r17_user14_35,r17_user14_27,10
r17_user14_1,r17_user14_24,10
r17_user14_12,r17_user14_34,10
r17_user14_27,r17_user14_10,10
r17_user14_10,r17_user14_8,10
