Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

20:06:03        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:06:04        all     15.85      0.00      2.14      0.00      0.00     82.01
20:06:05        all     20.03      0.00      1.89      0.38      0.00     77.71
20:06:06        all      0.63      0.00      0.50      0.63      0.00     98.24
20:06:07        all      0.25      0.00      0.38      0.00      0.00     99.37
20:06:08        all      0.63      0.00      0.63      0.00      0.00     98.75
20:06:09        all     18.79      0.00      4.79      0.13      0.00     76.29
20:06:10        all     30.04      0.00      3.25      0.00      0.00     66.71
20:06:11        all     30.63      0.00      3.88      0.00      0.00     65.50
20:06:12        all     39.25      0.00     10.55      4.63      0.13     45.43
20:06:13        all     47.59      0.00     16.51      2.47      0.00     33.42
20:06:14        all     46.36      0.00     18.68      3.31      0.00     31.66
20:06:15        all     47.63      0.00     19.34      2.76      0.00     30.26
20:06:16        all     52.52      0.00     19.10      2.58      0.00     25.81
20:06:17        all     47.64      0.00     17.98      4.46      0.00     29.92
20:06:18        all     51.51      0.00     18.79      2.50      0.00     27.20
20:06:19        all     50.13      0.00     17.79      2.86      0.00     29.22
20:06:20        all     51.23      0.00     19.66      2.72      0.00     26.39
20:06:21        all     52.15      0.00     17.04      2.73      0.00     28.09
20:06:22        all     50.72      0.00     18.12      6.26      0.00     24.90
20:06:23        all     50.98      0.00     17.69      3.67      0.00     27.65
20:06:24        all     52.48      0.00     19.19      2.48      0.00     25.85
20:06:25        all     47.41      0.00     19.04      3.50      0.00     30.05
20:06:26        all     50.92      0.00     19.37      2.36      0.00     27.36
20:06:27        all     52.83      0.00     20.69      2.57      0.00     23.91
20:06:28        all     39.16      0.00     17.48      2.23      0.00     41.13
20:06:29        all     11.31      0.00      7.28      0.00      0.00     81.40
20:06:30        all     14.10      0.00      9.44      0.52      0.00     75.94
20:06:31        all     11.36      0.00      7.05      0.13      0.00     81.46
20:06:32        all      9.91      0.00      6.65      6.91      0.00     76.53
20:06:33        all     12.47      0.00      6.56      2.83      0.13     78.02
20:06:34        all     11.74      0.00      4.42      0.25      0.00     83.59
20:06:35        all     27.65      0.00      2.65      0.00      0.00     69.70
20:06:36        all     27.66      0.00      3.88      0.00      0.00     68.46
20:06:37        all     29.77      0.00      6.62      0.00      0.00     63.61
20:06:38        all     15.18      0.00      4.59      0.00      0.00     80.23
20:06:39        all     15.00      0.00      4.23      0.00      0.00     80.77
20:06:40        all     13.97      0.00      4.62      0.00      0.00     81.41
20:06:41        all     14.67      0.00      5.23      0.00      0.00     80.10
20:06:42        all     12.77      0.00      4.85      0.00      0.00     82.38
20:06:43        all     13.38      0.00      4.46      0.51      0.00     81.66
20:06:44        all     15.16      0.00      4.71      0.00      0.00     80.13
20:06:45        all     13.38      0.00      4.08      0.00      0.00     82.55
20:06:46        all     12.50      0.00      4.25      0.00      0.00     83.25
20:06:47        all     14.47      0.00      4.70      0.00      0.00     80.84
20:06:48        all     11.40      0.00      4.74      0.00      0.00     83.87
20:06:49        all     13.49      0.00      4.20      0.00      0.00     82.32
20:06:50        all     12.18      0.00      4.44      0.00      0.00     83.38
20:06:51        all     11.38      0.00      4.93      0.00      0.00     83.69
20:06:52        all     15.37      0.00      5.34      0.00      0.00     79.29
20:06:53        all     13.44      0.00      4.13      0.00      0.00     82.43
20:06:54        all     13.97      0.00      4.62      0.13      0.00     81.28
20:06:55        all     11.77      0.00      4.27      0.00      0.00     83.96
20:06:56        all     12.21      0.00      4.45      0.00      0.00     83.33
20:06:57        all      0.88      0.00      1.13      0.00      0.00     97.98
20:06:58        all     14.80      0.00      3.70      0.00      0.00     81.51
20:06:59        all     26.92      0.00      2.77      0.00      0.00     70.31
20:07:00        all     30.44      0.00      3.65      0.00      0.00     65.91
20:07:01        all     42.93      0.00     12.83      2.09      0.00     42.15
20:07:02        all     43.51      0.00     14.94      3.38      0.00     38.18
20:07:03        all     45.54      0.00     17.46      3.10      0.00     33.89
20:07:04        all     38.24      0.00     15.11      4.34      0.00     42.31
20:07:05        all     25.55      0.00      8.13     11.61      0.00     54.71
20:07:06        all     42.54      0.00     15.18      2.85      0.00     39.43
20:07:07        all     42.31      0.00     14.62      2.95      0.00     40.13
20:07:08        all     37.22      0.00     12.06      4.54      0.00     46.17
20:07:09        all     29.75      0.00     12.19      5.77      0.00     52.29
20:07:10        all      8.56      0.00      4.91      1.26      0.00     85.26
20:07:11        all      1.75      0.00      1.12      0.00      0.00     97.12
20:07:12        all      4.65      0.00      2.14      0.63      0.00     92.59
20:07:13        all      1.38      0.00      0.50      0.00      0.00     98.12
20:07:14        all      3.15      0.00      2.02      0.88      0.00     93.95
