r20_user18_1,1000000000000000
r20_user18_2,1000000000000000
r20_user18_3,1000000000000000
r20_user18_4,1000000000000000
r20_user18_5,1000000000000000
r20_user18_6,1000000000000000
r20_user18_7,1000000000000000
r20_user18_8,1000000000000000
r20_user18_9,1000000000000000
r20_user18_10,1000000000000000
r20_user18_11,1000000000000000
r20_user18_12,1000000000000000
r20_user18_13,1000000000000000
r20_user18_14,1000000000000000
r20_user18_15,1000000000000000
r20_user18_16,1000000000000000
r20_user18_17,1000000000000000
r20_user18_18,1000000000000000
r20_user18_19,1000000000000000
r20_user18_20,1000000000000000
r20_user18_21,1000000000000000
r20_user18_22,1000000000000000
r20_user18_23,1000000000000000
r20_user18_24,1000000000000000
r20_user18_25,1000000000000000
r20_user18_26,1000000000000000
r20_user18_27,1000000000000000
r20_user18_28,1000000000000000
r20_user18_29,1000000000000000
r20_user18_30,1000000000000000
r20_user18_31,1000000000000000
r20_user18_32,1000000000000000
r20_user18_33,1000000000000000
r20_user18_34,1000000000000000
r20_user18_35,1000000000000000
r20_user18_36,1000000000000000
r20_user18_37,1000000000000000
r20_user18_38,1000000000000000
r20_user18_39,1000000000000000
r20_user18_40,1000000000000000
