Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:57:56        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:57:57        all     17.82      0.00      3.01      0.00      0.00     79.17
19:57:58        all     13.07      0.00      1.13      0.63      0.00     85.18
19:57:59        all      0.38      0.00      0.13      0.00      0.00     99.50
19:58:00        all      0.75      0.00      0.63      0.00      0.00     98.62
19:58:01        all      1.00      0.00      1.75      0.00      0.00     97.24
19:58:02        all     21.36      0.00      4.40      0.75      0.00     73.49
19:58:03        all     30.97      0.00      2.53      0.13      0.00     66.37
19:58:04        all     30.57      0.00      2.64      0.00      0.00     66.79
19:58:05        all     44.04      0.00     13.07      3.05      0.00     39.85
19:58:06        all     47.14      0.00     18.30      3.81      0.00     30.75
19:58:07        all     49.05      0.00     19.47      3.41      0.00     28.07
19:58:08        all     47.39      0.00     17.23      2.61      0.00     32.77
19:58:09        all     48.64      0.00     15.95      3.24      0.00     32.17
19:58:10        all     50.70      0.00     16.18      3.03      0.00     30.09
19:58:11        all     50.59      0.00     18.21      2.86      0.00     28.35
19:58:12        all     48.52      0.00     18.15      2.83      0.00     30.50
19:58:13        all     49.93      0.00     18.35      2.62      0.00     29.10
19:58:14        all     47.33      0.00     18.19      3.69      0.00     30.79
19:58:15        all     33.38      0.00     10.82      7.86      0.13     47.81
19:58:16        all     49.74      0.00     19.20      2.19      0.00     28.87
19:58:17        all     45.66      0.00     19.63      5.74      0.00     28.97
19:58:18        all     45.89      0.00     15.94      5.53      0.00     32.65
19:58:19        all     48.13      0.00     18.97      3.10      0.00     29.81
19:58:20        all     46.94      0.00     18.99      3.51      0.00     30.56
19:58:21        all     32.49      0.00     12.69      2.03      0.00     52.79
19:58:22        all      6.39      0.00      1.75      0.00      0.00     91.85
19:58:23        all      5.45      0.00      2.66      0.25      0.00     91.63
19:58:24        all      0.38      0.00      0.13      0.00      0.00     99.49
19:58:25        all      2.53      0.00      1.52      0.63      0.00     95.33
19:58:26        all      0.63      0.00      1.26      0.00      0.00     98.11
19:58:27        all     18.50      0.00      4.82      0.00      0.00     76.68
19:58:28        all     27.34      0.00      3.62      0.00      0.00     69.04
19:58:29        all     31.94      0.00      3.68      0.00      0.00     64.39
19:58:30        all     25.26      0.00      6.51      0.13      0.00     68.11
19:58:31        all     13.27      0.00      5.23      0.00      0.00     81.51
19:58:32        all     14.56      0.00      4.51      0.00      0.00     80.93
19:58:33        all     13.96      0.00      5.51      0.00      0.00     80.54
19:58:34        all     11.79      0.00      4.62      0.00      0.00     83.59
19:58:35        all     11.23      0.00      4.90      0.00      0.00     83.87
19:58:36        all     10.95      0.00      4.25      0.00      0.00     84.79
19:58:37        all     12.18      0.00      5.08      0.00      0.00     82.74
19:58:38        all     12.97      0.00      4.24      0.00      0.00     82.80
19:58:39        all     11.78      0.00      5.38      0.00      0.00     82.84
19:58:40        all     10.91      0.00      4.11      0.00      0.00     84.98
19:58:41        all     11.68      0.00      4.49      0.00      0.13     83.70
19:58:42        all     15.43      0.00      7.02      0.00      0.00     77.55
19:58:43        all     12.72      0.00      5.09      0.13      0.00     82.06
19:58:44        all     12.26      0.00      4.85      0.13      0.00     82.76
19:58:45        all     12.31      0.00      5.26      0.00      0.00     82.44
19:58:46        all     12.02      0.00      3.96      0.00      0.00     84.02
19:58:47        all     13.62      0.00      4.76      0.00      0.00     81.62
19:58:48        all     12.74      0.00      4.71      0.00      0.00     82.55
19:58:49        all     10.20      0.00      3.57      0.00      0.00     86.22
19:58:50        all      1.01      0.00      1.27      0.13      0.00     97.59
19:58:51        all     20.99      0.00      4.30      0.00      0.00     74.72
19:58:52        all     33.50      0.00      2.79      0.00      0.00     63.71
19:58:53        all     29.85      0.00      3.65      0.00      0.00     66.50
19:58:54        all     40.83      0.00     15.37      5.56      0.00     38.24
19:58:55        all     41.27      0.00     15.39      3.10      0.13     40.10
19:58:56        all     39.20      0.00     14.49      4.66      0.00     41.66
19:58:57        all     41.04      0.00     15.19      4.68      0.00     39.09
19:58:58        all     41.84      0.00     14.87      4.08      0.00     39.21
19:58:59        all     31.94      0.00     12.57      6.54      0.00     48.95
19:59:00        all     35.16      0.00     13.46      3.14      0.00     48.24
19:59:01        all     38.83      0.00     14.63      3.86      0.00     42.69
19:59:02        all     29.93      0.00     18.01      1.72      0.00     50.33
19:59:03        all     21.85      0.00     12.89      0.00      0.00     65.26
19:59:04        all     23.51      0.00     14.67      0.68      0.00     61.14
19:59:05        all     22.51      0.00     11.19      0.00      0.00     66.30
19:59:06        all     22.81      0.00     14.44      0.67      0.00     62.08
19:59:07        all     22.21      0.00     13.46      0.00      0.00     64.33
19:59:08        all     23.22      0.00     14.63      0.54      0.00     61.61
19:59:09        all     18.37      0.00      9.71      2.62      0.00     69.29
