r5_user4_7,r5_user4_24,10
r5_user4_3,r5_user4_16,10
r5_user4_31,r5_user4_33,10
r5_user4_4,r5_user4_28,10
r5_user4_5,r5_user4_17,10
r5_user4_1,r5_user4_4,10
r5_user4_16,r5_user4_27,10
r5_user4_6,r5_user4_31,10
r5_user4_39,r5_user4_7,10
r5_user4_24,r5_user4_22,10
r5_user4_17,r5_user4_15,10
r5_user4_1,r5_user4_28,10
r5_user4_38,r5_user4_33,10
r5_user4_1,r5_user4_30,10
r5_user4_2,r5_user4_23,10
r5_user4_18,r5_user4_34,10
r5_user4_17,r5_user4_23,10
r5_user4_15,r5_user4_27,10
r5_user4_25,r5_user4_18,10
r5_user4_6,r5_user4_15,10
