Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:33:34        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:33:35        all     13.30      0.00      3.26      0.00      0.00     83.44
19:33:36        all     19.11      0.00      2.53      0.00      0.00     78.35
19:33:37        all      0.75      0.00      0.75      0.00      0.00     98.50
19:33:38        all      0.38      0.00      0.50      0.00      0.00     99.12
19:33:39        all      0.50      0.00      0.38      0.00      0.00     99.12
19:33:40        all     19.67      0.00      4.04      0.00      0.00     76.29
19:33:41        all     31.21      0.00      4.12      0.12      0.00     64.54
19:33:42        all     33.63      0.00      3.06      0.00      0.00     63.31
19:33:43        all     38.00      0.00      9.50      1.41      0.13     50.96
19:33:44        all     43.46      0.00     15.26      9.10      0.00     32.18
19:33:45        all     45.20      0.00     16.26      5.38      0.00     33.16
19:33:46        all     48.33      0.00     16.54      2.56      0.00     32.56
19:33:47        all     48.63      0.00     17.52      2.75      0.13     30.98
19:33:48        all     47.65      0.00     16.32      3.79      0.00     32.25
19:33:49        all     49.48      0.00     15.84      2.49      0.00     32.20
19:33:50        all     45.51      0.00     16.38      4.16      0.00     33.94
19:33:51        all     48.07      0.00     17.87      2.83      0.00     31.23
19:33:52        all     49.87      0.00     17.11      2.76      0.00     30.26
19:33:53        all     43.91      0.00     14.94      7.86      0.00     33.29
19:33:54        all     50.45      0.00     18.19      2.45      0.00     28.90
19:33:55        all     45.35      0.00     16.43      4.08      0.00     34.14
19:33:56        all     49.02      0.00     14.60      3.91      0.00     32.46
19:33:57        all     49.74      0.00     19.10      2.95      0.00     28.21
19:33:58        all     41.87      0.00     17.16      3.20      0.00     37.77
19:33:59        all      0.64      0.00      0.25      0.00      0.00     99.11
19:34:00        all      5.05      0.00      2.90      0.51      0.00     91.54
19:34:01        all      1.38      0.00      1.38      0.00      0.12     97.12
19:34:02        all      2.63      0.00      1.75      0.63      0.00     94.99
19:34:03        all      0.88      0.00      1.00      0.00      0.00     98.12
19:34:04        all     14.25      0.00      3.44      0.00      0.00     82.32
19:34:05        all     29.52      0.00      3.14      0.00      0.00     67.34
19:34:06        all     37.80      0.00      3.41      0.00      0.00     58.79
19:34:07        all     27.52      0.00      5.73      0.13      0.00     66.62
19:34:08        all     13.40      0.00      5.18      0.13      0.00     81.29
19:34:09        all     12.37      0.00      5.23      0.00      0.00     82.40
19:34:10        all     16.90      0.00      4.45      0.00      0.00     78.65
19:34:11        all     12.95      0.00      5.13      0.00      0.00     81.92
19:34:12        all     12.78      0.00      5.32      0.00      0.00     81.90
19:34:13        all     12.23      0.00      4.84      0.00      0.00     82.93
19:34:14        all     11.73      0.00      3.48      0.00      0.00     84.79
19:34:15        all     12.61      0.00      4.20      0.00      0.00     83.18
19:34:16        all     13.55      0.00      3.07      0.00      0.00     83.38
19:34:17        all     10.86      0.00      4.09      0.00      0.00     85.06
19:34:18        all     10.89      0.00      4.68      0.00      0.00     84.43
19:34:19        all     11.55      0.00      3.98      0.00      0.00     84.47
19:34:20        all     10.94      0.00      4.20      0.00      0.00     84.86
19:34:21        all     11.87      0.00      4.55      0.00      0.00     83.59
19:34:22        all     11.14      0.00      4.27      0.00      0.00     84.59
19:34:23        all     11.89      0.00      3.71      0.00      0.00     84.40
19:34:24        all     12.63      0.00      3.99      0.00      0.00     83.38
19:34:25        all     10.80      0.00      4.96      0.00      0.00     84.24
19:34:26        all      9.00      0.00      3.93      0.00      0.13     86.95
19:34:27        all      1.38      0.00      1.38      0.00      0.00     97.23
19:34:28        all     22.00      0.00      3.41      0.00      0.00     74.59
19:34:29        all     29.97      0.00      3.78      0.00      0.00     66.25
19:34:30        all     38.87      0.00      3.07      0.00      0.00     58.06
19:34:31        all     36.91      0.00     12.83      4.45      0.00     45.81
19:34:32        all     38.18      0.00     18.05      4.55      0.00     39.22
19:34:33        all     40.57      0.00     14.43      3.38      0.00     41.61
19:34:34        all     41.07      0.00     12.93      4.27      0.00     41.73
19:34:35        all     41.65      0.00     14.40      3.21      0.00     40.75
19:34:36        all     40.08      0.00     14.82      3.87      0.00     41.24
19:34:37        all     42.08      0.00     17.01      3.64      0.00     37.27
19:34:38        all     41.78      0.00     16.05      5.84      0.00     36.34
19:34:39        all     38.49      0.00     16.67      2.65      0.00     42.20
19:34:40        all     21.15      0.00     12.99      0.80      0.00     65.06
19:34:41        all     26.45      0.00     15.11      1.21      0.13     57.09
19:34:42        all     20.84      0.00     11.23      0.81      0.00     67.12
19:34:43        all      2.87      0.00      2.00      0.75      0.00     94.38
19:34:44        all      1.50      0.00      1.50      0.00      0.00     97.00
