r18_user6_36,r18_user6_15,10
r18_user6_5,r18_user6_19,10
r18_user6_19,r18_user6_32,10
r18_user6_9,r18_user6_36,10
r18_user6_22,r18_user6_28,10
r18_user6_35,r18_user6_23,10
r18_user6_23,r18_user6_36,10
r18_user6_19,r18_user6_34,10
r18_user6_10,r18_user6_24,10
r18_user6_19,r18_user6_29,10
r18_user6_12,r18_user6_27,10
r18_user6_33,r18_user6_26,10
r18_user6_21,r18_user6_10,10
r18_user6_32,r18_user6_9,10
r18_user6_26,r18_user6_40,10
r18_user6_23,r18_user6_20,10
r18_user6_20,r18_user6_15,10
r18_user6_2,r18_user6_22,10
r18_user6_26,r18_user6_1,10
r18_user6_8,r18_user6_36,10
