r18_user18_36,r18_user18_15,10
r18_user18_5,r18_user18_19,10
r18_user18_19,r18_user18_32,10
r18_user18_9,r18_user18_36,10
r18_user18_22,r18_user18_28,10
r18_user18_35,r18_user18_23,10
r18_user18_23,r18_user18_36,10
r18_user18_19,r18_user18_34,10
r18_user18_10,r18_user18_24,10
r18_user18_19,r18_user18_29,10
r18_user18_12,r18_user18_27,10
r18_user18_33,r18_user18_26,10
r18_user18_21,r18_user18_10,10
r18_user18_32,r18_user18_9,10
r18_user18_26,r18_user18_40,10
r18_user18_23,r18_user18_20,10
r18_user18_20,r18_user18_15,10
r18_user18_2,r18_user18_22,10
r18_user18_26,r18_user18_1,10
r18_user18_8,r18_user18_36,10
