r12_user25_28,r12_user25_39,10
r12_user25_32,r12_user25_11,10
r12_user25_5,r12_user25_9,10
r12_user25_6,r12_user25_28,10
r12_user25_5,r12_user25_2,10
r12_user25_34,r12_user25_28,10
r12_user25_8,r12_user25_30,10
r12_user25_30,r12_user25_22,10
r12_user25_20,r12_user25_34,10
r12_user25_26,r12_user25_7,10
r12_user25_5,r12_user25_40,10
r12_user25_19,r12_user25_17,10
r12_user25_18,r12_user25_23,10
r12_user25_22,r12_user25_11,10
r12_user25_11,r12_user25_33,10
r12_user25_33,r12_user25_12,10
r12_user25_5,r12_user25_14,10
r12_user25_9,r12_user25_13,10
r12_user25_11,r12_user25_28,10
r12_user25_22,r12_user25_14,10
