r12_user3_28,r12_user3_39,10
r12_user3_32,r12_user3_11,10
r12_user3_5,r12_user3_9,10
r12_user3_6,r12_user3_28,10
r12_user3_5,r12_user3_2,10
r12_user3_34,r12_user3_28,10
r12_user3_8,r12_user3_30,10
r12_user3_30,r12_user3_22,10
r12_user3_20,r12_user3_34,10
r12_user3_26,r12_user3_7,10
r12_user3_5,r12_user3_40,10
r12_user3_19,r12_user3_17,10
r12_user3_18,r12_user3_23,10
r12_user3_22,r12_user3_11,10
r12_user3_11,r12_user3_33,10
r12_user3_33,r12_user3_12,10
r12_user3_5,r12_user3_14,10
r12_user3_9,r12_user3_13,10
r12_user3_11,r12_user3_28,10
r12_user3_22,r12_user3_14,10
