Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:49:47        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:49:48        all     12.64      0.00      2.88      0.75      0.00     83.73
19:49:49        all     19.25      0.00      3.00      0.00      0.00     77.75
19:49:50        all      1.38      0.00      0.63      0.00      0.00     97.99
19:49:51        all      0.50      0.00      0.63      0.00      0.00     98.87
19:49:52        all      0.75      0.00      0.38      0.00      0.00     98.87
19:49:53        all     18.58      0.00      4.80      0.13      0.13     76.36
19:49:54        all     28.97      0.00      3.02      0.00      0.00     68.01
19:49:55        all     34.41      0.00      3.60      0.00      0.00     61.99
19:49:56        all     36.54      0.00     10.26      1.54      0.00     51.67
19:49:57        all     47.48      0.00     17.03      2.84      0.00     32.65
19:49:58        all     45.82      0.00     14.93      4.63      0.00     34.62
19:49:59        all     48.03      0.00     17.76      2.37      0.00     31.84
19:50:00        all     49.87      0.00     19.25      2.33      0.00     28.55
19:50:01        all     51.31      0.00     20.21      2.36      0.00     26.12
19:50:02        all     52.49      0.00     18.90      2.23      0.00     26.38
19:50:03        all     53.39      0.00     20.87      2.18      0.00     23.56
19:50:04        all     53.77      0.00     19.34      2.25      0.00     24.64
19:50:05        all     55.51      0.00     20.13      2.05      0.00     22.31
19:50:06        all     43.14      0.00     18.17      8.50      0.00     30.20
19:50:07        all     48.96      0.00     20.63      3.00      0.00     27.42
19:50:08        all     50.65      0.00     18.83      3.64      0.00     26.88
19:50:09        all     51.24      0.00     20.86      2.48      0.00     25.42
19:50:10        all     54.46      0.00     19.40      2.33      0.00     23.80
19:50:11        all     47.81      0.00     18.68      4.11      0.00     29.40
19:50:12        all     54.08      0.00     21.09      1.94      0.00     22.90
19:50:13        all     48.30      0.00     21.47      2.49      0.00     27.75
19:50:14        all     23.27      0.00     12.52      0.82      0.00     63.40
19:50:15        all     28.65      0.00     15.92      1.33      0.00     54.11
19:50:16        all     22.92      0.00     13.14      0.13      0.13     63.67
19:50:17        all     22.68      0.00     13.69      0.27      0.13     63.22
19:50:18        all     20.81      0.00     12.62      0.27      0.00     66.31
19:50:19        all     29.33      0.00     16.78      0.13      0.00     53.76
19:50:20        all     45.47      0.00     14.85      0.00      0.00     39.68
19:50:21        all     45.69      0.00      8.50      1.78      0.13     43.91
19:50:22        all     30.51      0.00      6.46      0.00      0.00     63.04
19:50:23        all     17.42      0.00      4.26      0.00      0.00     78.32
19:50:24        all     13.63      0.00      5.22      0.00      0.00     81.15
19:50:25        all     14.48      0.00      6.42      0.00      0.00     79.09
19:50:26        all     13.45      0.00      5.08      0.00      0.00     81.47
19:50:27        all     12.52      0.00      4.21      0.00      0.00     83.27
19:50:28        all     12.52      0.00      4.39      0.13      0.00     82.97
19:50:29        all     12.93      0.00      5.58      0.00      0.00     81.50
19:50:30        all     13.07      0.00      4.40      0.00      0.00     82.54
19:50:31        all     13.53      0.00      5.93      0.00      0.00     80.54
19:50:32        all     13.06      0.00      4.35      0.00      0.00     82.59
19:50:33        all     12.64      0.00      4.47      0.00      0.00     82.89
19:50:34        all     12.34      0.00      5.34      0.00      0.00     82.32
19:50:35        all     11.79      0.00      3.76      0.00      0.00     84.46
19:50:36        all     12.39      0.00      3.83      0.00      0.00     83.78
19:50:37        all     13.50      0.00      4.11      0.00      0.00     82.39
19:50:38        all     12.10      0.00      4.08      0.00      0.00     83.82
19:50:39        all     11.79      0.00      3.72      0.00      0.00     84.49
19:50:40        all     13.34      0.00      4.07      0.00      0.00     82.59
19:50:41        all     12.04      0.00      5.07      0.00      0.00     82.89
19:50:42        all      0.76      0.00      0.63      0.00      0.00     98.61
19:50:43        all     15.33      0.00      3.58      0.00      0.00     81.10
19:50:44        all     24.97      0.00      3.53      0.00      0.00     71.50
19:50:45        all     31.52      0.00      3.29      0.00      0.00     65.19
19:50:46        all     39.38      0.00     12.18      1.30      0.00     47.15
19:50:47        all     43.89      0.00     15.11      3.02      0.00     37.98
19:50:48        all     42.64      0.00     14.86      2.84      0.13     39.53
19:50:49        all     38.74      0.00     16.88      6.02      0.00     38.35
19:50:50        all     42.73      0.00     13.76      3.28      0.00     40.24
19:50:51        all     43.35      0.00     13.83      3.16      0.00     39.66
19:50:52        all     35.04      0.00     14.89      6.93      0.00     43.13
19:50:53        all     39.95      0.00     13.58      3.92      0.00     42.56
19:50:54        all     22.17      0.00      7.90      5.61      0.00     64.33
19:50:55        all      1.50      0.00      1.50      0.00      0.00     96.99
19:50:56        all      4.57      0.00      2.03      0.51      0.00     92.89
19:50:57        all      0.88      0.00      0.50      0.00      0.00     98.62
19:50:58        all      2.78      0.00      1.77      0.38      0.00     95.08
19:50:59        all      0.25      0.00      0.88      0.00      0.00     98.87
19:51:00        all      4.32      0.00      1.52      0.51      0.00     93.65
19:51:01        all      0.88      0.00      1.51      0.13      0.00     97.48
