Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:38:22        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:38:23        all     14.79      0.00      2.53      0.00      0.00     82.68
19:38:24        all     17.78      0.00      2.14      0.00      0.00     80.08
19:38:25        all      0.38      0.00      0.51      0.00      0.00     99.12
19:38:26        all      0.50      0.00      0.50      0.00      0.00     99.00
19:38:27        all      0.63      0.00      0.25      0.00      0.00     99.12
19:38:28        all     19.75      0.00      4.68      0.00      0.13     75.44
19:38:29        all     31.19      0.00      4.17      0.00      0.00     64.65
19:38:30        all     35.18      0.00      3.52      0.00      0.00     61.31
19:38:31        all     44.00      0.00     15.48      1.68      0.00     38.84
19:38:32        all     45.76      0.00     16.43      3.00      0.00     34.81
19:38:33        all     42.06      0.00     14.06      4.69      0.00     39.19
19:38:34        all     47.23      0.00     16.99      3.47      0.00     32.30
19:38:35        all     48.50      0.00     17.86      2.22      0.00     31.42
19:38:36        all     51.42      0.00     17.05      2.33      0.00     29.20
19:38:37        all     49.23      0.00     18.25      2.31      0.00     30.21
19:38:38        all     36.06      0.00     14.58      8.06      0.00     41.30
19:38:39        all     49.23      0.00     17.48      2.57      0.00     30.72
19:38:40        all     47.87      0.00     15.47      4.13      0.00     32.53
19:38:41        all     44.16      0.00     16.17      4.36      0.00     35.30
19:38:42        all     48.75      0.00     17.04      3.28      0.00     30.93
19:38:43        all     45.88      0.00     17.78      3.09      0.00     33.25
19:38:44        all     48.96      0.00     18.23      2.73      0.00     30.08
19:38:45        all     47.66      0.00     16.28      2.99      0.00     33.07
19:38:46        all     42.71      0.00     13.27      5.39      0.00     38.63
19:38:47        all     17.72      0.00      7.83      1.16      0.00     73.30
19:38:48        all      1.51      0.00      1.13      0.00      0.00     97.36
19:38:49        all      4.64      0.00      2.89      1.38      0.00     91.09
19:38:50        all      1.89      0.00      1.01      0.00      0.00     97.10
19:38:51        all      3.38      0.00      2.38      0.38      0.00     93.88
19:38:52        all      2.00      0.00      2.50      0.00      0.00     95.49
19:38:53        all     27.04      0.00      4.40      0.00      0.00     68.55
19:38:54        all     36.20      0.00      2.41      0.00      0.00     61.39
19:38:55        all     33.04      0.00      4.92      0.00      0.00     62.04
19:38:56        all     17.05      0.00      5.47      0.00      0.00     77.48
19:38:57        all     15.37      0.00      4.83      0.00      0.00     79.80
19:38:58        all     13.65      0.00      5.61      0.00      0.00     80.74
19:38:59        all     14.63      0.00      4.71      0.13      0.00     80.53
19:39:00        all     14.96      0.00      4.82      0.25      0.00     79.97
19:39:01        all     11.92      0.00      4.23      0.00      0.00     83.85
19:39:02        all     14.09      0.00      6.04      0.00      0.00     79.87
19:39:03        all     11.61      0.00      4.97      0.00      0.00     83.42
19:39:04        all     12.61      0.00      4.20      0.00      0.00     83.18
19:39:05        all     15.84      0.00      5.20      0.00      0.00     78.96
19:39:06        all     11.86      0.00      3.95      0.00      0.00     84.18
19:39:07        all     13.53      0.00      5.06      0.00      0.00     81.42
19:39:08        all     11.64      0.00      4.99      0.00      0.00     83.38
19:39:09        all     11.54      0.00      4.62      0.00      0.00     83.85
19:39:10        all     13.17      0.00      3.65      0.00      0.00     83.18
19:39:11        all     11.69      0.00      4.32      0.00      0.00     83.99
19:39:12        all     11.54      0.00      4.49      0.00      0.00     83.97
19:39:13        all     12.87      0.00      4.71      0.00      0.00     82.42
19:39:14        all     14.03      0.00      5.56      0.00      0.00     80.40
19:39:15        all      3.54      0.00      1.89      0.00      0.00     94.57
19:39:16        all      7.82      0.00      3.53      0.00      0.00     88.65
19:39:17        all     27.69      0.00      3.76      0.00      0.00     68.55
19:39:18        all     32.67      0.00      3.00      0.00      0.00     64.33
19:39:19        all     35.29      0.00      9.21      0.77      0.00     54.73
19:39:20        all     41.85      0.00     16.42      3.44      0.00     38.28
19:39:21        all     41.85      0.00     16.69      3.21      0.00     38.25
19:39:22        all     41.98      0.00     15.51      4.04      0.00     38.46
19:39:23        all     39.61      0.00     13.68      4.08      0.00     42.63
19:39:24        all     45.37      0.00     17.06      3.04      0.00     34.52
19:39:25        all     44.08      0.00     18.29      3.42      0.00     34.21
19:39:26        all     39.16      0.00     17.36      8.49      0.00     34.99
19:39:27        all     45.22      0.00     20.18      2.88      0.00     31.72
19:39:28        all     33.12      0.00     15.45      1.82      0.00     49.61
19:39:29        all     22.72      0.00     13.58      0.67      0.00     63.04
19:39:30        all     23.93      0.00     13.50      2.27      0.13     60.16
19:39:31        all     21.83      0.00     13.88      0.00      0.00     64.29
19:39:32        all     17.99      0.00     10.20      0.81      0.13     70.87
19:39:33        all     10.85      0.00      6.85      0.65      0.00     81.65
19:39:34        all     14.03      0.00      8.57      1.95      0.00     75.45
19:39:35        all     10.62      0.00      6.82      0.13      0.00     82.44
