Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:51:25        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:51:26        all     15.68      0.00      2.38      0.00      0.00     81.93
19:51:27        all     16.02      0.00      2.50      0.00      0.00     81.48
19:51:28        all      0.63      0.00      0.38      0.00      0.00     98.99
19:51:29        all      0.25      0.00      0.63      0.00      0.00     99.12
19:51:30        all      1.13      0.00      0.13      0.00      0.00     98.75
19:51:31        all     19.18      0.00      5.60      0.12      0.00     75.09
19:51:32        all     30.53      0.00      3.64      0.00      0.00     65.83
19:51:33        all     32.70      0.00      3.42      0.00      0.00     63.88
19:51:34        all     43.87      0.00     13.55      1.16      0.00     41.42
19:51:35        all     47.07      0.00     16.16      2.67      0.00     34.10
19:51:36        all     47.45      0.00     17.35      2.68      0.00     32.53
19:51:37        all     52.06      0.00     18.56      2.71      0.00     26.68
19:51:38        all     47.81      0.00     16.07      2.96      0.00     33.16
19:51:39        all     49.03      0.00     17.16      2.45      0.00     31.35
19:51:40        all     48.83      0.00     16.32      2.85      0.00     31.99
19:51:41        all     44.53      0.00     14.58      5.21      0.00     35.68
19:51:42        all     48.31      0.00     15.62      5.21      0.00     30.86
19:51:43        all     47.92      0.00     15.45      2.34      0.00     34.29
19:51:44        all     50.45      0.00     18.16      2.46      0.00     28.92
19:51:45        all     50.00      0.00     18.99      3.36      0.00     27.65
19:51:46        all     46.76      0.00     15.93      3.24      0.00     34.07
19:51:47        all     46.91      0.00     17.40      4.25      0.00     31.44
19:51:48        all     49.03      0.00     19.15      2.98      0.00     28.85
19:51:49        all     46.54      0.00     18.04      3.01      0.00     32.42
19:51:50        all     19.36      0.00      8.97      1.54      0.00     70.13
19:51:51        all      2.14      0.00      1.13      0.00      0.00     96.73
19:51:52        all      4.32      0.00      2.03      0.38      0.00     93.27
19:51:53        all      0.75      0.00      0.50      0.13      0.00     98.62
19:51:54        all      2.67      0.00      1.14      0.64      0.00     95.55
19:51:55        all      0.88      0.00      0.88      0.00      0.00     98.24
19:51:56        all      2.30      0.00      1.53      0.51      0.00     95.66
19:51:57        all      1.76      0.00      2.01      0.00      0.00     96.23
19:51:58        all     20.78      0.00      4.41      0.00      0.00     74.81
19:51:59        all     26.83      0.00      4.35      0.00      0.00     68.82
19:52:00        all     29.72      0.00      3.90      0.00      0.00     66.37
19:52:01        all     26.85      0.00      7.67      0.00      0.00     65.47
19:52:02        all     15.23      0.00      4.90      0.00      0.00     79.87
19:52:03        all     13.79      0.00      4.12      0.00      0.00     82.09
19:52:04        all     16.04      0.00      5.93      0.00      0.00     78.03
19:52:05        all     16.33      0.00      4.59      0.00      0.00     79.08
19:52:06        all     14.49      0.00      5.26      0.13      0.00     80.13
19:52:07        all     13.70      0.00      4.99      0.00      0.00     81.31
19:52:08        all     13.63      0.00      5.48      0.00      0.00     80.89
19:52:09        all     12.44      0.00      4.87      0.00      0.00     82.69
19:52:10        all     13.45      0.00      4.70      0.00      0.00     81.85
19:52:11        all     12.91      0.00      4.30      0.13      0.00     82.66
19:52:12        all     14.27      0.00      5.27      0.00      0.13     80.33
19:52:13        all     14.64      0.00      4.27      0.00      0.00     81.09
19:52:14        all     13.79      0.00      4.60      0.00      0.00     81.61
19:52:15        all     13.61      0.00      4.83      0.00      0.00     81.55
19:52:16        all     13.07      0.00      4.66      0.00      0.00     82.28
19:52:17        all     14.25      0.00      4.36      0.00      0.00     81.39
19:52:18        all     14.14      0.00      3.98      0.00      0.00     81.88
19:52:19        all     13.01      0.00      4.46      0.00      0.00     82.53
19:52:20        all      9.58      0.00      3.66      0.00      0.00     86.76
19:52:21        all      2.28      0.00      1.77      0.00      0.00     95.94
19:52:22        all     23.64      0.00      4.30      0.00      0.00     72.06
19:52:23        all     27.75      0.00      2.62      0.00      0.00     69.62
19:52:24        all     31.99      0.00      4.89      0.00      0.00     63.11
19:52:25        all     42.46      0.00     13.50      4.46      0.00     39.58
19:52:26        all     41.54      0.00     15.90      3.59      0.00     38.97
19:52:27        all     42.76      0.00     16.69      3.52      0.00     37.03
19:52:28        all     42.95      0.00     15.27      2.85      0.00     38.94
19:52:29        all     39.08      0.00     14.25      2.75      0.00     43.92
19:52:30        all     34.98      0.00     10.92     10.53      0.00     43.56
19:52:31        all     37.45      0.00     14.82      4.68      0.00     43.04
19:52:32        all     41.34      0.00     16.40      3.02      0.00     39.24
19:52:33        all     25.63      0.00     10.53      3.93      0.00     59.90
19:52:34        all      1.12      0.00      0.62      0.00      0.12     98.12
19:52:35        all      4.33      0.00      1.78      0.64      0.00     93.25
19:52:36        all      0.75      0.00      0.75      0.00      0.00     98.49
19:52:37        all      2.80      0.00      1.91      0.51      0.00     94.78
19:52:38        all      0.88      0.00      1.50      0.00      0.00     97.62
