r11_user18_10,r11_user18_27,10
r11_user18_28,r11_user18_27,10
r11_user18_33,r11_user18_26,10
r11_user18_26,r11_user18_13,10
r11_user18_3,r11_user18_16,10
r11_user18_33,r11_user18_38,10
r11_user18_4,r11_user18_37,10
r11_user18_14,r11_user18_13,10
r11_user18_13,r11_user18_8,10
r11_user18_37,r11_user18_38,10
r11_user18_9,r11_user18_10,10
r11_user18_36,r11_user18_9,10
r11_user18_4,r11_user18_40,10
r11_user18_31,r11_user18_1,10
r11_user18_23,r11_user18_9,10
r11_user18_1,r11_user18_25,10
r11_user18_30,r11_user18_9,10
r11_user18_28,r11_user18_11,10
r11_user18_31,r11_user18_36,10
r11_user18_19,r11_user18_40,10
