r11_user21_1,1000000000000000
r11_user21_2,1000000000000000
r11_user21_3,1000000000000000
r11_user21_4,1000000000000000
r11_user21_5,1000000000000000
r11_user21_6,1000000000000000
r11_user21_7,1000000000000000
r11_user21_8,1000000000000000
r11_user21_9,1000000000000000
r11_user21_10,1000000000000000
r11_user21_11,1000000000000000
r11_user21_12,1000000000000000
r11_user21_13,1000000000000000
r11_user21_14,1000000000000000
r11_user21_15,1000000000000000
r11_user21_16,1000000000000000
r11_user21_17,1000000000000000
r11_user21_18,1000000000000000
r11_user21_19,1000000000000000
r11_user21_20,1000000000000000
r11_user21_21,1000000000000000
r11_user21_22,1000000000000000
r11_user21_23,1000000000000000
r11_user21_24,1000000000000000
r11_user21_25,1000000000000000
r11_user21_26,1000000000000000
r11_user21_27,1000000000000000
r11_user21_28,1000000000000000
r11_user21_29,1000000000000000
r11_user21_30,1000000000000000
r11_user21_31,1000000000000000
r11_user21_32,1000000000000000
r11_user21_33,1000000000000000
r11_user21_34,1000000000000000
r11_user21_35,1000000000000000
r11_user21_36,1000000000000000
r11_user21_37,1000000000000000
r11_user21_38,1000000000000000
r11_user21_39,1000000000000000
r11_user21_40,1000000000000000
