Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:43:16        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:43:17        all     15.45      0.00      2.39      0.00      0.00     82.16
19:43:18        all     17.11      0.00      2.39      0.00      0.00     80.50
19:43:19        all      1.01      0.00      0.38      0.00      0.00     98.62
19:43:20        all      0.51      0.00      0.00      0.00      0.00     99.49
19:43:21        all      0.50      0.00      0.50      0.00      0.00     99.00
19:43:22        all     18.88      0.00      4.56      0.00      0.00     76.55
19:43:23        all     28.75      0.00      3.78      0.00      0.00     67.47
19:43:24        all     31.10      0.00      3.67      0.00      0.13     65.11
19:43:25        all     41.89      0.00     12.39      1.15      0.00     44.57
19:43:26        all     46.04      0.00     18.55      3.24      0.00     32.17
19:43:27        all     46.38      0.00     18.48      2.97      0.00     32.17
19:43:28        all     46.39      0.00     18.17      2.58      0.00     32.86
19:43:29        all     44.01      0.00     17.71      4.30      0.00     33.98
19:43:30        all     46.50      0.00     16.06      3.89      0.00     33.55
19:43:31        all     52.21      0.00     15.36      2.99      0.00     29.43
19:43:32        all     49.41      0.00     17.43      2.34      0.00     30.82
19:43:33        all     51.42      0.00     18.22      3.23      0.00     27.13
19:43:34        all     48.31      0.00     17.58      3.65      0.00     30.47
19:43:35        all     47.17      0.00     15.90      2.89      0.13     33.90
19:43:36        all     41.15      0.00     16.18      3.57      0.13     38.98
19:43:37        all     44.43      0.00     15.80      4.53      0.00     35.23
19:43:38        all     43.78      0.00     16.97      6.35      0.00     32.90
19:43:39        all     47.12      0.00     15.05      4.06      0.00     33.77
19:43:40        all     45.67      0.00     17.59      4.27      0.00     32.47
19:43:41        all     22.92      0.00      9.57      2.90      0.00     64.61
19:43:42        all      1.01      0.00      1.13      0.00      0.00     97.86
19:43:43        all      4.55      0.00      2.91      0.38      0.00     92.16
19:43:44        all      0.75      0.00      0.63      0.00      0.00     98.62
19:43:45        all      3.03      0.00      1.64      0.76      0.00     94.58
19:43:46        all      0.76      0.00      2.02      0.00      0.00     97.23
19:43:47        all     24.12      0.00      5.18      0.00      0.00     70.71
19:43:48        all     31.14      0.00      2.91      0.00      0.00     65.95
19:43:49        all     33.33      0.00      4.01      0.00      0.00     62.66
19:43:50        all     18.77      0.00      6.51      0.00      0.00     74.71
19:43:51        all     12.87      0.00      5.10      0.00      0.00     82.04
19:43:52        all     14.09      0.00      5.91      0.00      0.00     80.00
19:43:53        all     14.23      0.00      4.27      0.00      0.00     81.50
19:43:54        all     14.71      0.00      3.58      0.00      0.00     81.71
19:43:55        all     11.35      0.00      4.59      0.00      0.00     84.06
19:43:56        all     11.15      0.00      4.56      0.00      0.00     84.28
19:43:57        all     12.02      0.00      4.60      0.00      0.00     83.38
19:43:58        all     11.80      0.00      4.44      0.00      0.00     83.76
19:43:59        all     15.48      0.00      3.43      0.00      0.00     81.09
19:44:00        all     11.04      0.00      4.95      0.00      0.00     84.01
19:44:01        all     12.13      0.00      5.75      0.00      0.00     82.12
19:44:02        all     12.93      0.00      4.87      0.13      0.00     82.07
19:44:03        all     13.47      0.00      4.57      0.00      0.00     81.96
19:44:04        all     14.39      0.00      4.08      0.00      0.13     81.40
19:44:05        all     10.43      0.00      5.34      0.00      0.00     84.22
19:44:06        all     10.83      0.00      4.46      0.00      0.00     84.71
19:44:07        all     12.23      0.00      5.15      0.00      0.00     82.63
19:44:08        all     14.19      0.00      4.48      0.00      0.00     81.33
19:44:09        all      7.58      0.00      2.15      0.00      0.00     90.28
19:44:10        all      3.02      0.00      4.02      0.13      0.00     92.84
19:44:11        all     25.79      0.00      3.77      0.00      0.00     70.44
19:44:12        all     32.21      0.00      3.38      0.00      0.00     64.41
19:44:13        all     30.53      0.00      6.11      0.13      0.00     63.23
19:44:14        all     42.28      0.00     14.53      2.59      0.00     40.60
19:44:15        all     42.15      0.00     14.92      3.53      0.00     39.40
19:44:16        all     43.93      0.00     15.76      3.10      0.00     37.21
19:44:17        all     41.27      0.00     14.10      3.36      0.00     41.27
19:44:18        all     39.92      0.00     14.17      3.38      0.00     42.52
19:44:19        all     41.92      0.00     15.51      3.15      0.00     39.42
19:44:20        all     36.20      0.00     12.58      5.26      0.00     45.96
19:44:21        all     31.42      0.00     11.86      7.82      0.00     48.89
19:44:22        all      6.19      0.00      2.78      0.51      0.00     90.53
19:44:23        all      1.26      0.00      1.01      0.00      0.00     97.73
19:44:24        all      3.67      0.00      2.15      0.63      0.00     93.54
19:44:25        all      1.01      0.00      0.25      0.00      0.00     98.74
19:44:26        all      2.65      0.00      1.64      0.25      0.13     95.33
