r22_user12_10,r22_user12_15,10
r22_user12_38,r22_user12_21,10
r22_user12_12,r22_user12_26,10
r22_user12_21,r22_user12_38,10
r22_user12_24,r22_user12_39,10
r22_user12_4,r22_user12_39,10
r22_user12_18,r22_user12_17,10
r22_user12_8,r22_user12_30,10
r22_user12_17,r22_user12_23,10
r22_user12_2,r22_user12_5,10
r22_user12_21,r22_user12_25,10
r22_user12_6,r22_user12_35,10
r22_user12_17,r22_user12_26,10
r22_user12_7,r22_user12_13,10
r22_user12_7,r22_user12_32,10
r22_user12_23,r22_user12_25,10
r22_user12_5,r22_user12_11,10
r22_user12_32,r22_user12_15,10
r22_user12_10,r22_user12_14,10
r22_user12_8,r22_user12_5,10
