r22_user2_10,r22_user2_15,10
r22_user2_38,r22_user2_21,10
r22_user2_12,r22_user2_26,10
r22_user2_21,r22_user2_38,10
r22_user2_24,r22_user2_39,10
r22_user2_4,r22_user2_39,10
r22_user2_18,r22_user2_17,10
r22_user2_8,r22_user2_30,10
r22_user2_17,r22_user2_23,10
r22_user2_2,r22_user2_5,10
r22_user2_21,r22_user2_25,10
r22_user2_6,r22_user2_35,10
r22_user2_17,r22_user2_26,10
r22_user2_7,r22_user2_13,10
r22_user2_7,r22_user2_32,10
r22_user2_23,r22_user2_25,10
r22_user2_5,r22_user2_11,10
r22_user2_32,r22_user2_15,10
r22_user2_10,r22_user2_14,10
r22_user2_8,r22_user2_5,10
